"ID","Prefecture","Q1","Q3_1","Q3_2","Q3_3","Q3_4","Q3_5","Q3_6","Q3_7","Q5","Q6","Q7","Q29","Q36","Q41","Q42_1","Q42_2","Q42_3","Q42_4","Q43_1","Q43_2","Q43_3","Q43_4","Q43_5","Q43_6","Q43_7","Q43_8","Q43_9","Q43_10","Q43_11","Q43_12","Q43_13","Q43_14","Q43_15","Q44_1","Q44_2","Q44_3","Q45_1_LDP","Q45_1_CDP","Q45_1_JRP","Q45_2_LDP","Q45_2_CDP","Q45_2_JRP","Q45_3_LDP","Q45_3_CDP","Q45_3_JRP","Q46_1","Q46_2","Q46_3","Q47","Q48","Q49_1","Q49_2","Q50","Q51","Q52","Q53","Q54"
1063,"21",1,1,1,0,0,0,0,0,1,1,2,1,99,1,8,5,5,7,1,2,1,2,3,2,2,5,2,3,2,1,5,3,3,2,3,2,99,99,99,99,99,99,99,99,99,3,1,1,2,14,6,66,2,2,1,4,4
1064,"21",2,0,1,0,0,1,0,0,8,2,3,99,99,12,2,6,6,1,3,5,1,3,3,2,2,3,2,3,4,2,1,1,2,3,2,2,1,3,3,5,3,3,5,3,3,1,1,1,2,11,1,2,2,3,1,2,6
1065,"21",2,1,1,1,0,0,0,0,6,6,3,2,1,99,3,0,4,1,1,3,3,4,2,3,2,3,4,3,4,3,4,4,3,2,2,3,99,99,99,99,99,99,99,99,99,2,1,1,1,6,2,2,2,4,1,3,4
1066,"21",2,1,1,0,0,1,1,0,3,12,3,1,2,12,5,3,5,3,2,4,1,3,4,2,2,5,2,3,2,3,1,1,1,4,3,4,3,3,3,3,3,3,3,2,3,2,2,2,2,2,6,66,1,3,1,4,4
1067,"21",2,1,1,0,0,1,0,0,2,2,3,99,1,12,5,6,5,3,2,2,3,3,3,3,2,3,2,2,3,4,3,1,2,4,2,2,1,3,4,2,2,3,3,3,2,2,2,1,2,9,2,2,3,3,1,2,7
1068,"21",1,1,1,0,0,1,0,0,1,1,2,2,2,12,8,0,3,5,2,1,2,3,3,2,3,5,1,2,5,5,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,2,2,1,2,10,5,66,2,4,1,6,4
1069,"21",2,0,0,0,0,1,1,0,7,7,4,2,2,12,0,1,0,0,3,5,1,4,5,1,1,5,1,5,5,5,3,3,3,5,1,3,1,1,1,5,5,5,5,5,5,1,3,1,2,8,99,66,2,2,1,4,6
1070,"21",1,0,1,0,0,1,0,0,1,1,2,1,1,1,8,5,5,6,2,3,1,3,3,3,3,3,2,3,3,3,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,5,1,2,2,5,1,5,4
1071,"21",2,1,1,1,0,1,0,0,1,1,2,1,1,1,99,99,99,99,2,3,2,2,4,1,3,4,2,3,2,4,3,4,2,4,3,3,2,4,4,2,4,3,2,3,3,2,1,1,1,13,6,66,3,2,1,2,5
1072,"21",99,1,1,0,0,1,0,0,5,5,2,1,2,5,3,3,2,3,3,3,99,99,99,99,99,99,99,99,99,99,99,99,99,4,1,4,1,2,3,1,4,2,1,4,2,2,1,1,2,13,5,66,2,1,1,2,4
1073,"21",1,1,1,0,0,0,0,0,1,1,3,2,2,1,6,1,3,8,4,3,99,3,3,2,2,4,1,1,4,2,3,3,2,4,3,4,99,99,99,99,99,99,99,99,99,2,2,1,1,14,99,66,99,99,1,6,2
1074,"21",1,1,1,1,0,0,0,1,1,1,2,1,1,1,7,6,6,7,1,3,2,2,5,1,2,1,2,2,2,4,3,2,1,3,4,2,1,99,99,99,99,99,99,99,99,4,4,2,2,13,5,66,2,2,1,4,4
1075,"21",2,0,1,0,0,1,1,0,6,6,3,1,1,6,5,1,5,4,2,2,1,2,4,2,3,3,3,2,2,3,2,2,3,4,2,2,1,5,2,1,5,1,4,2,4,2,3,1,2,7,1,2,2,5,1,4,3
1076,"22",2,1,1,0,0,0,0,0,2,2,2,2,2,2,5,6,4,4,3,3,1,3,4,2,3,4,2,3,4,3,2,1,1,3,4,3,1,4,3,1,1,5,4,1,5,2,3,2,2,13,5,66,2,2,1,3,4
1077,"22",1,0,1,0,0,0,0,0,1,3,2,1,1,1,7,0,6,6,1,2,2,2,3,99,3,2,1,2,2,3,3,4,4,3,3,1,2,4,2,2,4,2,99,99,99,2,1,2,2,13,6,66,2,4,1,2,3
1078,"22",1,1,1,0,0,1,0,0,1,1,2,1,1,1,8,0,6,7,1,2,3,2,2,3,2,3,3,1,3,3,5,4,5,2,5,2,1,4,2,2,3,3,3,1,3,4,3,3,1,13,6,66,2,6,1,2,4
1079,"22",2,1,1,0,0,0,0,0,1,1,3,2,1,1,5,3,3,4,99,2,99,2,3,2,99,4,1,2,3,3,3,4,3,2,4,1,3,2,3,2,3,3,4,3,2,2,3,1,2,12,5,66,2,2,1,2,4
1080,"22",1,1,1,0,1,1,0,0,1,1,2,2,2,1,8,4,6,9,2,3,3,3,4,3,3,4,2,2,3,4,2,2,3,99,3,2,3,2,2,1,4,3,3,2,2,2,2,1,2,13,5,66,2,2,1,3,4
1081,"22",2,0,1,0,0,0,0,0,1,2,3,1,1,12,4,2,3,4,2,3,2,3,4,3,4,4,2,3,3,4,3,2,4,2,5,4,1,4,2,1,2,2,4,1,3,2,2,3,1,5,2,3,1,2,1,4,4
1082,"22",2,0,1,0,0,1,0,0,6,6,3,2,1,6,5,5,5,5,5,5,1,5,5,1,2,4,4,4,5,2,3,1,3,2,5,4,3,3,3,3,3,3,3,3,3,4,4,2,1,6,2,2,2,5,3,5,4
1083,"22",99,0,1,0,0,1,0,0,1,1,2,1,1,1,8,3,5,7,1,2,5,2,4,3,99,2,2,99,2,3,5,2,3,3,5,2,1,2,1,1,4,4,2,2,2,4,3,2,2,12,5,66,2,5,1,2,4
1084,"22",2,0,1,0,0,1,0,0,3,12,3,1,1,3,7,6,8,6,1,1,4,1,2,4,2,4,3,3,4,3,4,4,4,2,4,1,1,3,2,2,3,2,3,3,2,1,2,1,1,10,6,66,2,2,4,3,5
1085,"22",1,0,0,0,0,1,1,0,1,1,2,1,1,1,7,0,3,5,1,1,3,2,3,3,2,4,4,3,2,2,3,4,4,2,3,1,2,4,3,2,2,2,3,3,3,3,3,2,1,6,1,1,2,3,3,4,4
1086,"22",1,1,1,0,0,1,0,0,1,4,2,1,1,1,10,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,13,4,66,2,99,1,2,5
1087,"22",2,1,1,0,0,0,0,0,5,5,3,1,2,5,3,4,6,3,2,1,1,3,2,2,2,4,1,3,2,3,4,3,3,2,4,1,1,2,2,3,2,2,2,2,2,2,3,2,2,15,6,66,3,2,1,1,4
1088,"22",2,0,1,0,0,1,0,0,1,1,3,1,1,1,6,3,3,4,1,3,3,3,3,2,3,2,2,2,2,3,1,1,1,3,4,3,2,4,4,4,4,4,3,3,3,3,4,2,1,9,1,2,2,3,1,3,4
1089,"22",2,0,1,0,0,1,0,0,7,12,4,1,1,7,99,99,99,99,3,1,1,1,5,3,1,5,1,1,5,2,1,1,1,2,4,1,1,2,5,5,1,1,1,1,1,1,1,1,1,5,1,2,3,2,1,3,6
1090,"22",2,0,0,0,0,1,0,0,3,1,3,1,1,3,6,4,8,5,3,3,1,2,4,2,2,4,1,2,3,2,1,1,1,2,4,2,2,4,2,1,4,3,3,4,1,2,4,1,2,8,3,66,2,3,1,3,5
1091,"22",1,1,1,0,0,1,0,0,1,3,3,1,1,1,6,2,4,6,1,4,4,1,1,4,3,4,2,3,2,3,3,3,5,3,5,1,1,4,2,2,4,3,99,99,99,3,3,1,1,12,3,66,3,5,1,1,1
1092,"22",2,0,1,0,0,1,1,0,5,5,3,2,2,5,3,3,3,3,2,3,1,3,4,2,3,5,2,2,4,1,2,2,3,4,2,3,1,3,3,1,3,3,3,3,3,2,2,1,2,2,1,2,1,4,4,2,5
1093,"22",2,0,0,0,0,1,0,0,2,2,4,1,2,12,0,5,0,0,2,1,1,2,2,1,1,5,1,1,3,5,5,2,4,2,5,1,1,5,3,1,5,3,1,5,3,1,4,1,1,9,3,66,2,5,1,3,3
1094,"22",2,0,0,0,0,1,1,0,6,6,4,1,1,6,4,3,4,4,1,2,1,2,4,2,1,5,2,4,4,3,1,1,1,4,5,4,2,1,1,4,2,2,4,1,1,1,1,1,2,3,1,1,1,5,4,1,3
1095,"22",2,1,0,0,0,0,0,0,5,12,2,2,2,12,99,99,99,99,5,5,1,5,1,5,5,5,5,5,5,5,3,3,3,3,3,3,1,2,2,1,3,1,3,3,3,5,5,1,99,99,99,66,99,99,99,99,99
1096,"22",2,1,1,0,0,1,0,0,3,11,2,1,1,1,7,2,10,5,1,1,4,3,2,2,3,1,2,5,1,2,3,2,3,3,5,1,2,5,2,2,4,4,3,1,2,3,4,1,1,8,1,2,2,5,1,6,3
1097,"22",1,0,0,0,0,0,1,0,1,12,2,1,1,1,10,1,7,7,1,3,4,2,4,2,3,2,3,4,2,4,5,4,5,2,4,2,1,4,2,1,4,3,5,1,3,2,5,2,2,2,6,66,1,2,4,1,3
1098,"22",2,1,1,0,0,0,0,0,1,2,3,2,2,1,5,3,4,2,3,4,1,3,4,1,3,5,2,3,2,5,3,1,1,3,4,3,1,4,2,1,3,3,3,3,3,1,1,1,1,11,2,3,2,2,1,2,5
1099,"22",2,1,1,0,0,0,0,0,2,2,3,2,2,2,3,7,4,5,5,1,1,5,5,2,5,4,2,5,5,5,1,1,1,4,4,4,1,4,4,1,4,3,5,2,2,1,1,1,1,15,6,66,3,5,1,3,4
1100,"22",1,0,1,0,0,1,0,0,5,4,3,1,1,5,5,6,5,7,1,3,1,2,5,1,2,4,1,2,2,1,2,2,2,2,4,2,99,99,99,99,99,99,99,99,99,2,2,1,2,4,2,2,2,4,4,4,6
1101,"22",2,0,0,1,0,1,0,0,3,12,1,1,2,3,3,0,8,0,1,3,1,1,1,1,1,1,1,5,1,3,3,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,1,6,4,1,6
1102,"22",1,0,1,1,0,1,0,0,1,1,2,1,1,1,10,8,8,9,1,2,1,1,3,1,1,5,2,1,1,1,2,1,1,1,5,2,1,2,2,1,1,1,1,1,1,1,1,1,1,13,2,3,2,2,1,3,4
1103,"22",1,1,1,0,0,0,0,0,1,1,2,1,1,1,8,6,5,9,2,3,3,3,2,3,2,5,3,2,4,2,2,3,3,3,4,2,2,3,3,3,3,3,2,2,2,3,2,2,2,8,5,66,2,2,4,4,5
1104,"22",2,0,1,0,0,1,1,0,99,12,4,1,1,1,5,5,6,5,2,2,1,3,4,2,1,2,1,2,3,5,1,1,2,4,4,4,2,3,2,2,3,1,4,2,3,1,2,1,1,4,1,2,2,5,4,2,5
1105,"22",2,1,0,0,0,1,1,0,6,6,2,1,1,6,5,2,5,4,1,2,3,3,3,2,1,4,3,2,3,5,2,3,3,2,5,2,1,5,3,2,2,2,4,2,3,3,3,1,2,6,5,66,2,2,1,3,3
1106,"22",2,1,1,0,0,1,0,0,3,3,2,1,1,3,7,4,8,3,2,1,3,2,4,2,1,3,2,5,2,2,1,2,3,4,2,2,1,4,1,2,2,2,3,3,3,2,2,2,1,12,6,66,2,5,1,2,4
1107,"22",2,0,1,0,0,0,1,0,1,12,3,2,2,12,5,2,3,3,3,5,3,4,4,1,1,5,3,3,5,2,1,1,2,2,4,3,2,2,3,2,3,3,2,4,3,2,4,2,1,8,2,2,99,1,4,2,7
1108,"22",2,1,0,0,0,1,0,0,7,7,4,1,1,7,4,2,3,2,2,3,3,2,3,2,2,3,2,3,3,3,2,1,2,4,3,2,5,3,3,5,4,4,5,5,5,3,4,1,2,7,5,66,2,4,1,2,4
1109,"22",2,0,1,1,0,0,0,0,1,1,3,2,1,1,5,2,1,5,2,5,3,3,4,2,1,4,1,1,1,3,3,3,3,2,3,3,99,99,99,1,99,99,99,99,99,2,3,2,2,14,6,66,3,2,1,1,4
1110,"22",2,0,1,0,0,0,0,0,3,3,4,1,1,3,0,0,10,0,1,2,3,1,5,1,1,5,1,3,5,1,1,1,1,5,4,1,3,3,3,3,3,3,3,3,3,1,3,1,2,11,5,66,2,1,4,3,6
1111,"22",2,0,0,0,0,1,0,0,1,12,3,1,2,12,2,2,2,2,2,2,1,2,5,3,2,4,1,1,5,3,4,2,3,3,4,2,3,3,3,3,3,3,3,3,3,2,2,2,1,6,2,2,2,5,4,2,4
1112,"22",2,1,1,0,0,1,0,0,2,2,3,2,2,2,0,7,5,0,5,5,1,5,1,4,5,5,1,5,5,5,1,1,5,4,1,1,1,5,2,1,3,3,1,3,3,1,4,1,2,7,1,2,1,2,1,2,5
1113,"22",1,0,1,0,0,1,0,0,1,1,2,1,99,1,7,7,9,8,2,3,1,2,4,2,2,2,3,2,3,2,2,2,2,4,2,3,1,3,4,1,2,3,1,2,1,1,1,1,2,8,2,3,2,2,1,3,3
1114,"22",99,1,1,0,0,1,0,0,1,1,3,2,1,1,99,99,99,99,1,3,3,3,4,1,3,3,1,3,3,1,3,3,2,3,3,3,2,99,99,2,99,99,3,99,99,3,4,1,1,12,6,66,2,2,1,2,5
1115,"22",2,0,1,0,0,1,0,0,1,1,2,2,1,12,5,5,5,5,3,3,3,3,3,3,3,4,3,3,4,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,2,1,2,4,1,5
1116,"22",2,0,0,0,0,1,1,0,3,12,4,1,1,12,5,5,5,5,1,3,1,3,5,1,1,3,3,3,5,1,1,1,1,4,3,3,2,2,2,2,2,2,1,1,1,5,3,3,2,1,6,66,1,4,1,5,6
1117,"22",1,1,1,0,1,0,0,0,1,1,3,1,2,1,5,5,5,5,2,4,1,3,4,1,1,5,3,1,3,5,4,4,3,4,2,2,3,3,3,3,3,3,3,3,3,2,4,1,2,13,6,66,3,2,1,1,5
1118,"22",1,0,1,0,0,1,0,0,1,1,2,1,2,1,5,0,2,5,5,5,5,5,5,1,1,5,3,1,5,5,3,3,1,4,5,1,1,3,3,5,1,1,3,3,3,3,1,1,1,9,1,2,2,2,1,3,4
1119,"22",2,0,1,0,0,0,0,0,1,1,3,1,1,1,4,4,4,3,1,1,4,1,4,3,3,5,1,3,5,2,1,3,2,3,5,5,1,3,3,3,3,3,3,3,3,1,2,1,1,13,6,66,2,2,1,4,4
1120,"22",1,0,1,0,0,1,0,0,1,1,2,1,2,1,8,6,7,8,3,4,2,3,4,2,2,3,4,2,3,2,2,2,3,3,3,3,4,3,2,4,3,2,3,3,2,2,1,1,2,8,1,1,2,5,1,3,3
1121,"22",2,1,1,1,0,1,0,0,1,1,3,1,1,1,5,5,4,3,2,2,2,2,4,3,3,2,2,2,3,2,2,2,3,2,2,3,1,3,3,1,3,3,3,3,3,3,2,2,2,8,1,2,2,5,1,3,4
1122,"22",99,0,1,0,0,1,1,0,1,4,3,99,99,12,3,3,3,5,2,3,3,2,4,3,3,2,1,3,3,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,4,2,2,1,2,1,5,4
1123,"22",2,1,1,0,0,1,1,0,1,1,3,1,1,1,8,4,5,2,1,4,3,5,5,2,2,2,2,3,2,2,2,2,2,4,5,4,2,3,3,4,2,3,4,4,2,2,2,1,1,2,6,66,1,5,1,3,3
1124,"22",2,0,1,0,0,1,0,0,7,3,2,1,1,1,5,1,3,4,1,1,1,2,4,3,2,4,2,2,2,3,3,2,2,2,4,2,2,2,2,3,3,3,3,3,3,3,2,1,1,11,2,2,2,2,1,2,5
1125,"22",1,0,1,0,0,1,0,0,3,3,3,1,2,1,5,5,6,6,2,5,3,2,1,4,5,3,2,5,3,4,4,2,2,99,2,1,1,3,2,2,1,1,3,2,2,3,2,1,1,13,2,3,2,2,1,2,5
1126,"22",2,1,1,0,0,0,0,0,2,1,2,2,1,1,6,6,5,5,2,3,2,1,3,3,2,2,3,3,4,3,3,2,2,2,5,3,1,2,3,2,1,3,2,2,2,1,2,2,1,13,2,2,2,2,1,6,3
1127,"22",1,1,1,1,0,0,0,0,1,1,2,1,1,1,8,4,4,9,1,1,1,1,3,1,1,4,1,2,4,4,3,2,3,2,5,1,1,99,99,1,99,99,3,99,99,4,5,3,1,12,3,66,2,3,1,2,5
1128,"22",1,1,1,0,0,1,0,0,4,4,2,99,99,4,6,7,7,6,3,4,1,4,3,2,3,2,3,2,2,2,1,1,1,5,4,5,1,3,2,2,3,2,4,2,2,4,5,2,1,11,6,66,2,3,1,4,4
1129,"22",2,1,1,0,0,1,0,0,1,1,3,1,1,1,99,99,99,99,3,2,1,2,3,1,2,4,1,1,5,3,1,1,1,3,4,1,1,2,2,1,1,1,1,2,2,1,3,1,2,7,2,3,2,2,1,5,5
1130,"22",2,1,1,0,0,0,0,0,2,2,3,2,2,6,99,99,99,99,5,5,1,4,1,4,4,2,1,4,1,5,3,4,4,3,1,4,1,5,3,1,4,2,4,1,1,1,1,1,1,6,1,2,2,3,1,6,4
1131,"22",2,1,1,1,0,0,0,0,3,3,3,2,1,3,3,4,6,5,3,5,3,4,3,2,3,4,2,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,10,2,3,3,3,1,2,6
1132,"22",2,1,1,0,0,0,0,0,2,3,3,2,2,2,99,99,99,99,5,4,5,5,3,2,3,3,3,4,4,4,1,1,4,3,2,4,99,3,3,1,3,3,5,2,2,2,4,1,2,13,6,66,3,5,1,2,5
1133,"23",2,0,0,1,0,1,1,0,9,10,3,1,1,1,7,0,4,5,1,2,3,1,3,2,1,5,2,3,4,2,4,4,4,2,5,1,2,5,2,4,5,3,2,2,3,1,2,1,1,7,3,66,2,3,3,2,4
1134,"23",2,1,1,0,0,0,0,0,1,1,2,2,2,3,8,0,7,5,2,1,2,2,2,1,1,5,1,1,3,3,3,2,2,2,5,5,3,99,99,1,99,99,3,99,99,1,1,2,2,14,6,66,2,2,1,4,3
1135,"23",99,0,0,0,0,0,0,1,99,12,4,99,99,12,99,99,99,99,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,13,4,66,3,1,1,2,7
1136,"23",2,1,1,0,0,1,0,0,99,12,3,1,99,12,99,99,99,99,3,3,1,2,3,2,4,5,2,3,4,2,2,1,1,4,4,3,3,3,3,4,4,4,1,1,1,1,4,1,2,8,5,66,2,2,1,4,4
1137,"23",2,0,1,1,0,1,0,0,1,12,2,1,1,1,6,3,2,5,2,2,3,3,4,2,2,4,3,3,3,4,2,4,1,1,4,1,2,3,3,3,3,2,3,2,2,1,1,1,1,8,2,99,2,1,4,3,4
1138,"23",99,1,1,0,0,1,0,0,1,1,2,2,1,1,4,2,2,2,2,3,3,4,4,4,2,1,3,3,2,4,3,2,1,4,3,3,1,4,2,2,2,2,4,3,3,2,2,3,1,8,4,66,1,5,1,4,4
1139,"23",1,1,1,0,1,0,0,0,1,1,2,1,1,1,99,99,99,99,1,3,3,2,5,1,3,3,2,3,3,3,4,4,3,3,4,1,1,99,99,1,3,99,99,99,99,1,2,1,1,14,6,66,2,1,1,2,4
1140,"23",2,1,1,0,0,1,1,0,1,1,4,1,99,12,7,5,3,0,2,4,3,2,5,1,4,5,4,4,5,1,3,1,3,4,4,4,3,3,3,3,3,3,3,3,3,2,1,1,2,7,5,66,2,3,1,5,3
1141,"23",2,1,1,0,0,0,0,0,3,3,3,1,1,3,0,5,7,0,3,3,3,3,4,2,2,5,5,2,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,1,1,1,2,11,6,66,2,2,1,2,4
1142,"23",2,0,1,0,0,0,0,0,1,1,2,1,2,1,6,3,4,5,3,3,3,3,5,1,3,4,1,3,4,4,2,1,3,4,2,2,3,3,3,3,3,3,3,3,3,1,4,1,2,11,1,3,3,3,3,2,5
1143,"23",2,1,1,0,0,1,0,0,2,2,2,99,2,2,1,2,1,1,3,3,1,3,4,1,2,2,3,2,2,2,2,2,2,2,3,3,1,4,99,1,2,1,1,2,1,2,3,2,1,14,2,2,2,1,1,2,2
1144,"23",2,0,1,0,0,0,0,0,3,1,3,1,1,1,8,5,8,4,2,3,1,5,4,2,1,4,1,2,2,2,3,3,3,3,4,2,2,3,2,1,5,5,4,4,4,1,1,1,1,10,2,2,2,2,1,5,4
1145,"23",2,1,1,0,0,1,0,0,2,2,3,1,2,2,5,7,5,3,2,5,1,3,3,1,1,5,3,1,5,5,2,1,3,5,2,1,1,4,4,4,1,1,1,1,1,4,2,1,1,11,6,66,2,1,1,3,6
1146,"23",2,0,1,0,0,0,0,0,99,4,4,1,2,12,0,0,0,0,1,4,3,2,1,1,1,4,1,3,4,3,1,3,3,3,5,2,3,3,3,3,3,3,3,3,3,1,1,1,1,8,2,2,2,1,1,4,7
1147,"23",1,0,0,0,0,1,0,0,1,1,3,2,1,6,8,5,2,5,1,3,1,3,3,2,4,4,2,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,1,6,66,1,2,1,4,4
1148,"23",1,0,1,0,0,0,0,0,1,1,2,99,2,1,10,5,5,10,3,5,3,3,3,1,3,5,2,3,4,1,2,2,3,3,3,3,99,99,99,99,99,99,99,99,99,99,99,99,1,10,2,1,1,1,3,1,4
1149,"23",1,1,1,0,0,0,0,0,1,1,2,2,2,1,5,0,0,2,3,3,3,3,4,2,4,5,1,2,3,4,5,5,5,4,4,4,1,4,4,1,4,5,3,1,1,1,1,1,1,12,3,66,2,1,1,4,4
1150,"23",2,1,1,0,0,0,0,0,3,3,3,2,2,3,5,7,7,3,4,2,1,4,4,3,2,5,2,2,3,4,1,1,2,4,1,2,1,2,4,1,2,2,5,2,3,2,2,2,2,11,5,66,2,2,1,4,4
1151,"23",1,1,1,0,0,0,0,0,1,5,2,2,2,1,10,99,99,10,5,5,5,5,5,1,5,5,1,1,5,1,5,5,1,4,4,3,5,99,99,1,99,99,5,99,99,5,1,1,1,13,6,66,2,1,1,2,7
1152,"23",2,1,1,0,0,0,0,0,3,3,3,2,2,3,5,4,8,3,3,3,4,4,3,2,3,4,5,4,3,2,5,5,3,3,3,4,1,3,4,2,3,4,3,2,3,2,3,1,2,13,6,66,2,3,1,5,6
1153,"23",2,1,1,0,1,1,0,0,99,7,4,99,2,12,1,1,0,0,4,4,1,3,3,4,3,3,1,3,4,4,1,1,1,4,3,3,1,2,1,1,2,1,4,2,4,1,1,1,2,10,5,66,2,5,1,3,4
1154,"23",2,1,1,0,0,1,0,0,2,2,2,2,2,2,5,8,5,3,3,3,1,3,4,2,2,3,2,2,3,3,2,2,3,4,4,2,1,4,2,1,3,2,5,3,3,2,1,2,2,11,6,66,2,1,3,2,5
1155,"23",2,0,1,0,0,0,0,0,1,1,3,2,1,1,99,99,99,99,2,5,3,3,5,1,1,5,3,3,3,1,3,3,3,2,4,3,2,3,1,3,2,3,4,3,2,2,1,1,2,5,5,66,2,2,1,4,3
1156,"23",2,0,0,0,0,0,1,0,7,7,3,1,1,7,4,5,5,4,3,3,1,3,3,3,3,5,4,3,5,5,1,1,3,4,1,3,2,2,2,2,2,2,2,2,2,1,1,1,2,15,6,66,3,1,4,4,5
1157,"23",2,0,1,0,0,1,1,0,4,4,3,2,2,4,5,5,5,3,2,3,1,3,4,2,4,2,3,3,2,1,1,1,3,4,4,3,2,3,3,3,3,3,3,3,3,3,3,2,2,2,6,66,1,5,1,4,3
1158,"23",2,0,1,0,0,1,0,0,3,3,3,1,1,3,5,2,7,5,3,2,2,4,3,2,2,5,2,2,4,4,2,2,2,2,3,2,4,4,2,3,3,3,3,3,3,2,2,2,2,7,1,3,2,2,1,4,4
1159,"23",99,0,0,0,0,1,0,0,99,12,3,1,99,12,5,5,5,5,2,3,3,2,4,2,2,1,2,3,2,4,3,2,3,2,4,2,3,3,3,3,3,3,3,3,3,2,2,2,1,5,1,99,1,5,4,1,4
1160,"23",2,0,1,0,0,1,1,0,1,1,3,1,1,3,2,1,7,1,1,2,3,4,4,2,2,4,1,1,4,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,4,1,1,2,5,1,4,4
1161,"23",2,0,0,0,0,1,0,0,1,1,2,1,1,1,6,1,3,4,1,2,3,2,4,2,2,3,3,3,1,2,3,3,5,2,5,2,1,3,2,3,3,3,3,2,3,3,3,2,1,3,6,66,1,3,2,4,5
1162,"23",99,1,1,0,0,1,0,0,99,12,3,2,99,12,6,6,6,6,3,4,2,3,4,2,2,4,2,2,3,2,2,2,2,4,3,2,3,3,3,3,2,3,3,2,2,2,2,2,2,8,2,3,2,5,4,5,5
1163,"23",99,1,1,1,0,0,0,0,1,12,99,99,99,1,5,0,0,5,3,3,1,3,3,2,3,4,1,3,4,3,5,5,3,3,3,3,1,4,1,1,2,1,3,2,3,2,2,2,2,14,5,66,2,1,1,2,4
1164,"23",2,0,0,0,0,1,1,0,1,12,2,1,2,1,7,5,5,2,2,4,2,2,3,1,2,1,4,2,2,2,1,1,2,2,5,4,3,3,3,3,3,3,3,3,3,4,2,2,1,2,6,66,1,5,1,3,3
1165,"23",1,0,1,0,0,0,0,0,2,2,2,2,1,2,0,8,7,5,1,5,1,2,4,3,3,5,1,3,2,1,1,1,3,3,2,2,5,1,1,3,3,3,5,1,1,2,2,2,2,1,6,66,1,2,1,6,3
1166,"23",2,0,0,0,0,1,0,0,11,12,3,99,99,12,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,99,99,99,66,99,99,99,99,99
1167,"23",1,0,1,1,0,0,0,0,1,4,2,99,2,1,8,0,0,6,3,3,5,4,3,1,2,5,1,3,5,1,2,5,3,1,3,1,4,4,4,2,5,5,5,5,5,2,1,1,2,15,5,66,3,2,2,2,3
1168,"23",1,0,1,0,0,1,0,0,3,3,4,2,99,3,0,0,7,4,2,4,1,3,3,2,2,4,3,3,5,2,3,4,1,3,4,2,3,3,3,3,3,3,3,3,3,1,1,1,1,6,1,2,2,5,1,4,3
1169,"23",2,0,1,0,0,1,1,0,1,12,3,2,1,1,5,5,5,5,1,3,3,3,3,2,1,1,1,2,3,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,1,2,2,3,4,2,4
1170,"23",2,1,1,0,0,0,0,0,1,12,3,2,1,12,3,3,3,3,3,2,1,3,5,2,3,5,1,1,4,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,2,7,1,1,2,2,1,4,4
1171,"23",2,0,1,0,0,1,1,0,2,2,2,1,1,2,4,6,5,4,1,4,2,2,3,2,2,4,4,3,2,1,1,4,4,2,4,2,1,4,3,2,4,3,4,2,3,2,2,2,1,1,6,66,1,5,1,5,3
1172,"23",1,0,1,0,0,1,0,0,1,12,2,2,1,12,5,5,3,6,4,4,3,4,4,3,3,2,2,3,4,3,2,2,3,3,2,4,2,3,3,3,2,2,4,2,2,2,2,2,1,7,1,2,2,5,1,3,4
1173,"23",1,1,1,0,0,0,0,0,4,4,2,1,1,12,3,3,3,5,1,3,1,3,3,2,2,2,2,3,2,1,1,1,1,2,3,2,1,4,3,1,4,4,1,1,1,2,2,1,2,8,5,66,2,2,2,2,4
1174,"23",1,1,0,0,0,1,1,0,1,1,2,99,99,12,6,6,5,6,2,3,2,4,5,3,4,2,2,3,2,2,3,2,3,3,3,2,2,2,3,3,3,3,2,2,2,3,3,3,2,8,1,2,2,4,1,6,4
1175,"23",1,1,1,0,0,0,0,0,1,12,1,1,1,1,8,0,0,10,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,15,3,66,3,3,1,4,4
