"ID","Prefecture","Q1","Q3_1","Q3_2","Q3_3","Q3_4","Q3_5","Q3_6","Q3_7","Q5","Q6","Q7","Q29","Q36","Q41","Q42_1","Q42_2","Q42_3","Q42_4","Q43_1","Q43_2","Q43_3","Q43_4","Q43_5","Q43_6","Q43_7","Q43_8","Q43_9","Q43_10","Q43_11","Q43_12","Q43_13","Q43_14","Q43_15","Q44_1","Q44_2","Q44_3","Q45_1_LDP","Q45_1_CDP","Q45_1_JRP","Q45_2_LDP","Q45_2_CDP","Q45_2_JRP","Q45_3_LDP","Q45_3_CDP","Q45_3_JRP","Q46_1","Q46_2","Q46_3","Q47","Q48","Q49_1","Q49_2","Q50","Q51","Q52","Q53","Q54"
1545,"28",2,0,0,0,0,0,0,1,99,12,4,2,1,12,0,0,0,0,1,1,1,2,3,3,3,4,3,3,3,3,5,3,3,1,3,1,99,99,99,99,99,99,99,99,99,3,3,1,1,5,3,66,3,1,1,3,7
1546,"28",1,1,1,0,0,0,0,0,1,4,2,1,2,1,5,3,5,4,1,3,1,2,3,2,3,3,1,2,3,2,3,3,3,3,3,2,2,3,2,3,3,3,3,3,3,3,3,2,1,14,6,66,2,2,1,2,5
1547,"28",1,1,1,1,0,0,0,0,2,2,3,2,2,2,4,8,7,6,4,1,1,3,2,2,3,4,1,2,5,4,4,3,3,4,4,4,1,4,3,2,3,3,3,3,3,3,4,1,2,13,6,66,2,1,1,3,4
1548,"28",1,1,1,0,0,1,0,0,4,4,2,1,2,12,5,5,5,5,3,3,3,2,3,3,3,5,1,3,5,2,3,2,3,3,5,2,99,99,99,99,99,99,99,99,99,3,3,2,2,11,6,66,2,2,1,2,4
1549,"28",2,1,1,0,0,1,0,0,3,3,3,1,1,3,6,0,10,5,1,2,3,1,2,2,2,2,2,3,2,2,2,2,2,1,2,1,1,2,1,1,3,2,1,3,3,1,1,1,1,7,2,2,1,2,1,1,3
1550,"28",99,0,0,0,0,1,0,0,1,1,2,1,99,12,5,5,5,5,3,2,3,3,3,2,3,4,1,3,4,3,1,3,2,4,5,3,3,3,3,2,2,2,3,3,3,3,3,2,1,7,6,66,1,3,1,2,4
1551,"28",2,1,1,0,0,1,0,0,3,3,2,2,1,3,5,2,7,3,1,3,1,3,4,4,4,5,1,4,2,3,5,5,2,2,4,1,1,3,2,1,4,3,2,1,3,1,2,1,2,11,6,66,2,2,1,2,4
1552,"28",2,1,1,1,0,0,0,0,2,2,2,1,2,2,5,7,6,3,2,2,1,3,4,1,2,5,2,3,3,3,2,3,3,4,4,2,1,2,2,2,3,2,4,2,2,2,3,2,1,14,6,66,2,2,1,3,5
1553,"28",2,1,1,0,0,0,1,0,3,12,4,2,1,12,3,4,6,1,1,2,1,3,3,1,1,5,1,3,5,5,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,9,2,3,2,2,1,3,5
1554,"29",2,1,1,0,0,0,0,0,4,4,4,2,1,4,6,3,5,3,3,5,1,1,3,3,3,4,1,1,4,1,3,3,3,3,3,3,99,99,99,99,99,99,99,99,99,3,3,1,2,11,6,66,3,1,4,1,7
1555,"29",1,1,1,0,0,0,0,0,4,4,2,1,1,4,8,0,0,8,2,3,2,3,4,2,2,3,3,3,2,3,3,3,3,3,5,2,2,3,3,3,3,3,3,3,3,3,3,3,1,10,1,2,2,2,4,3,5
1556,"29",2,1,1,0,0,0,0,0,4,4,2,1,1,4,0,0,0,0,1,2,3,3,4,3,2,5,1,3,5,2,3,3,2,2,4,2,99,99,99,99,99,99,99,99,99,1,2,1,2,12,6,66,3,2,4,1,4
1557,"29",1,1,1,0,0,0,0,0,1,1,2,1,2,1,10,5,8,8,4,4,3,3,4,2,1,5,2,1,5,4,4,2,2,4,4,3,2,3,2,2,3,2,1,2,2,2,3,3,1,10,2,2,2,2,4,2,4
1558,"29",2,0,1,0,0,0,0,0,7,99,3,99,1,12,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,4,3,66,2,2,2,4,3
1559,"29",2,0,1,1,0,1,0,0,2,2,4,1,1,2,0,7,5,5,2,3,1,5,5,3,3,5,2,3,5,5,1,1,3,1,4,1,1,2,2,1,1,1,3,1,1,1,2,1,1,7,1,2,1,2,1,2,5
1560,"29",2,0,1,0,0,1,0,0,1,1,3,1,1,1,8,0,4,0,1,1,1,3,4,2,2,1,1,3,2,2,5,4,5,3,5,1,1,5,1,1,5,2,3,1,3,1,1,5,2,9,5,66,2,4,4,2,5
1561,"29",99,0,1,0,0,1,0,0,6,6,3,1,1,3,0,0,6,3,1,3,1,2,4,5,2,4,2,3,4,3,3,1,3,3,3,1,99,99,1,99,99,99,99,99,99,1,2,1,2,6,2,2,1,4,1,99,5
1562,"29",2,1,1,0,0,0,0,0,3,5,3,2,1,12,5,4,6,2,2,4,1,4,5,3,2,4,1,4,2,4,1,1,2,4,4,3,1,2,5,1,2,2,3,1,1,1,1,1,2,14,5,66,2,5,1,2,4
1563,"29",1,0,0,0,0,1,0,0,1,12,2,1,2,12,6,1,5,6,1,2,1,2,3,2,2,3,1,1,3,2,2,2,2,3,3,2,3,3,3,2,2,2,3,3,3,3,2,1,1,1,6,66,1,5,4,5,7
1564,"29",1,1,1,0,0,0,0,0,1,1,2,1,1,1,7,0,3,7,1,3,1,1,3,1,2,4,2,3,3,4,4,3,3,2,3,1,1,4,2,3,3,3,2,1,2,2,2,1,1,13,6,66,3,2,1,2,6
1565,"29",99,1,1,1,1,1,0,0,1,1,2,99,99,1,8,3,6,5,2,3,3,3,3,2,2,4,2,3,4,4,2,3,3,3,4,2,1,2,2,2,3,2,2,3,3,2,2,1,2,13,5,66,3,99,1,2,6
1566,"29",2,1,0,0,0,1,0,0,8,2,3,2,2,8,0,7,0,0,5,5,1,5,5,5,5,3,5,5,99,5,1,1,2,5,1,4,1,3,1,1,3,1,5,1,5,2,5,2,1,13,3,66,3,2,1,1,5
1567,"29",2,0,0,0,0,1,1,0,1,1,4,1,2,12,5,0,1,0,1,1,2,2,5,2,2,5,1,2,4,4,5,5,5,2,4,1,2,5,4,2,3,2,2,1,2,1,2,1,1,7,1,2,2,2,1,5,5
1568,"29",99,1,1,0,0,1,0,0,1,1,3,1,1,1,8,0,5,5,1,1,1,1,5,1,1,5,1,3,5,5,3,3,4,3,5,1,1,5,2,2,5,4,3,1,1,1,2,1,2,2,2,3,1,3,4,1,4
1569,"29",2,0,1,0,0,1,0,0,3,3,3,2,1,3,6,6,7,6,3,3,3,3,4,3,3,4,2,3,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,11,5,66,2,5,1,2,3
1570,"29",1,0,1,0,0,0,0,0,3,3,2,1,2,3,6,4,7,5,2,3,1,2,4,2,3,2,3,2,3,3,2,1,3,3,4,2,1,3,2,2,4,2,3,4,3,2,2,1,2,8,2,3,2,2,1,5,4
1571,"29",2,0,0,0,0,1,1,0,3,3,3,1,2,12,5,3,5,2,2,3,2,3,4,1,1,1,1,1,4,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,6,2,2,2,5,1,5,6
1572,"29",1,0,1,0,0,1,0,0,3,12,3,1,2,3,5,5,8,8,2,1,2,1,5,4,1,3,1,1,1,3,4,1,2,2,5,2,2,2,2,2,2,2,4,2,2,2,2,1,1,7,2,2,3,4,1,2,5
1573,"29",2,0,1,0,0,1,0,0,2,2,3,2,1,2,3,7,5,2,1,1,3,2,3,3,1,5,3,3,4,2,2,2,3,2,3,3,2,2,2,2,2,2,2,2,2,1,2,1,1,7,1,2,2,2,1,4,4
1574,"30",99,0,1,0,0,1,0,0,99,99,3,99,2,99,99,99,99,99,3,3,3,2,4,2,3,2,3,3,2,3,2,1,3,1,5,3,99,99,99,99,99,99,99,99,99,3,3,3,2,4,1,1,2,5,2,3,3
1575,"30",1,0,1,0,0,1,0,0,3,3,2,1,99,1,9,5,8,8,2,3,3,2,2,2,4,3,3,2,3,3,3,2,4,3,4,1,2,4,4,3,3,3,3,3,3,1,2,2,2,12,6,66,2,2,1,2,7
1576,"30",2,0,1,0,0,0,0,0,3,12,3,1,1,3,0,5,8,2,2,2,2,2,2,3,2,5,2,3,5,2,3,2,3,4,4,3,2,3,3,4,3,2,3,3,3,1,2,2,1,6,2,2,1,2,4,1,5
1577,"30",2,0,0,0,0,1,1,0,7,12,4,2,1,7,0,1,5,0,3,4,2,4,2,2,1,5,1,2,5,2,1,2,2,4,4,4,1,3,4,5,4,3,5,5,1,1,3,1,1,4,1,2,2,3,4,2,6
1578,"30",2,0,1,0,0,0,0,0,3,3,3,2,1,3,0,0,10,0,3,2,1,2,1,1,1,1,1,1,2,2,3,2,1,3,5,3,1,1,3,5,3,3,3,3,3,1,1,1,2,11,99,66,2,2,3,6,6
1579,"30",2,0,0,0,0,1,1,0,6,6,3,1,1,1,7,0,10,0,1,2,5,2,2,2,1,4,3,1,5,2,2,3,3,1,5,1,2,4,1,3,4,2,3,2,3,1,1,1,1,6,2,2,2,5,1,3,5
1580,"30",1,0,1,0,0,1,0,0,3,3,2,1,2,3,7,5,9,7,1,2,1,2,4,2,2,4,3,2,2,4,2,2,4,2,5,2,2,3,2,2,3,2,2,3,3,3,2,1,1,4,1,2,2,5,4,2,3
1581,"30",2,1,1,0,0,0,0,0,5,5,3,2,2,5,0,8,5,0,5,3,1,5,5,1,3,5,1,3,5,5,3,1,1,4,1,3,99,5,99,99,3,99,99,99,1,2,5,1,1,13,6,66,99,1,1,2,6
1582,"30",2,0,1,1,0,1,0,0,1,1,3,1,1,1,7,0,5,5,2,1,1,3,2,2,3,2,3,3,1,2,3,3,4,3,5,1,1,3,1,3,1,1,3,1,1,1,2,1,1,7,1,2,2,2,1,6,5
1583,"30",1,0,1,0,0,1,0,0,1,12,2,1,2,1,5,5,3,5,1,2,1,3,3,3,2,2,1,3,2,3,5,5,5,2,5,2,2,3,1,3,3,3,4,4,4,2,2,3,1,2,1,2,1,2,1,3,4
1584,"30",2,1,1,1,0,0,0,0,5,5,3,2,2,5,1,6,1,0,4,4,1,4,5,3,3,3,2,4,4,5,1,1,1,5,2,4,1,3,2,1,3,2,5,1,2,2,5,2,2,9,1,3,1,3,1,2,4
1585,"30",2,1,1,0,0,1,1,0,3,10,3,1,1,3,5,0,7,3,1,2,3,1,4,4,1,1,1,4,1,3,3,3,4,5,5,1,1,5,1,3,5,2,3,1,3,1,1,1,1,9,1,2,2,2,1,3,5
1586,"30",99,0,0,1,0,1,1,0,99,5,3,99,99,12,2,2,2,2,3,3,3,3,2,3,3,3,2,3,3,4,2,3,3,3,3,3,1,2,1,3,3,3,5,3,3,2,2,2,2,8,1,3,1,3,1,4,5
1587,"30",2,0,1,0,0,0,0,0,2,2,3,1,1,3,0,6,5,0,3,1,1,2,4,2,1,4,1,3,4,3,2,4,2,3,5,2,1,3,2,3,2,1,3,2,2,1,1,1,1,11,6,66,3,1,4,2,6
1588,"30",1,1,1,0,0,0,0,0,1,1,2,2,2,1,10,8,8,5,1,3,2,3,5,1,3,5,1,3,5,3,3,2,3,3,4,3,3,3,3,3,3,3,3,3,3,2,2,1,2,15,6,66,3,3,1,3,4
1589,"31",2,1,1,0,0,1,0,0,2,5,3,2,2,2,0,6,0,0,4,5,1,5,4,3,2,4,1,4,5,5,1,1,4,3,1,4,1,4,1,1,4,1,5,2,2,2,1,1,1,7,1,1,2,6,1,4,4
1590,"31",2,1,1,0,0,0,0,0,3,3,3,2,2,12,99,99,99,99,5,5,1,3,4,1,1,2,2,1,3,5,1,1,99,2,3,1,99,99,99,99,99,99,99,99,99,2,2,1,2,15,6,66,3,2,1,3,4
1591,"31",1,1,1,1,0,0,0,0,3,12,3,1,99,1,99,99,99,99,2,3,1,2,2,2,2,4,3,3,3,3,3,4,3,3,4,4,2,2,2,1,2,2,3,3,3,2,2,1,2,12,6,66,2,2,1,6,4
1592,"31",2,0,0,0,0,1,0,0,2,8,4,2,2,8,2,5,1,2,5,4,1,5,5,2,2,5,1,5,3,5,1,5,3,5,1,4,1,3,1,1,3,2,3,1,3,1,2,2,1,12,3,66,2,5,1,2,5
1593,"31",2,0,1,0,0,1,1,0,1,1,3,1,1,1,5,5,5,4,4,3,2,3,4,4,2,1,1,1,3,2,1,1,3,2,4,4,3,3,3,3,3,3,3,3,3,2,1,1,1,4,1,1,2,5,4,2,4
1594,"31",2,1,1,0,0,1,0,0,2,2,2,2,2,12,5,5,3,3,4,4,1,5,5,1,2,3,1,1,4,4,4,2,3,5,5,4,1,2,3,1,2,3,1,2,3,2,4,1,2,10,5,66,2,4,1,2,4
1595,"31",1,1,1,1,1,1,1,0,4,4,2,2,2,1,9,8,5,7,1,5,1,4,5,1,4,5,1,1,1,1,3,1,5,4,3,2,1,1,1,1,2,2,2,2,2,1,3,1,1,7,2,2,1,1,1,2,7
1596,"31",2,1,1,0,0,0,0,0,1,1,2,2,1,1,5,5,5,5,3,3,1,3,4,1,1,2,1,4,2,2,1,1,2,4,1,1,1,5,4,3,1,1,5,1,1,4,4,1,1,8,3,66,1,2,1,2,4
1597,"32",2,0,0,0,0,0,1,0,2,2,3,1,99,2,99,99,99,99,2,2,1,4,3,2,2,3,2,2,4,2,2,2,2,4,4,2,3,3,3,3,3,3,3,3,3,2,2,2,2,6,2,3,1,2,1,3,4
1598,"32",2,1,1,0,0,0,0,0,2,2,2,1,2,2,5,6,4,4,2,3,1,3,3,2,3,2,2,3,4,3,3,4,3,4,3,2,1,4,2,2,2,2,2,2,2,2,2,1,1,13,6,66,2,2,1,3,6
1599,"32",99,1,0,1,0,1,0,0,10,10,2,1,99,12,5,3,3,3,1,3,3,3,3,3,3,5,2,3,3,3,3,4,3,4,3,2,1,3,3,3,3,3,4,2,3,1,2,2,1,9,1,2,2,2,1,4,4
1600,"32",2,0,1,0,0,1,1,0,6,6,2,1,1,12,5,3,2,5,1,1,3,3,5,2,3,3,4,3,3,3,2,2,4,4,3,3,2,4,3,2,4,4,3,3,3,3,3,1,1,3,2,3,1,5,1,3,4
1601,"32",1,1,1,0,0,0,0,0,1,1,2,1,2,1,8,1,6,6,3,3,2,3,4,1,4,4,2,3,3,4,5,4,4,4,5,3,2,99,99,2,99,99,3,3,3,1,1,2,2,14,4,66,99,1,1,4,5
1602,"32",99,1,1,0,0,0,0,0,3,3,3,1,1,3,6,1,8,6,2,1,2,2,4,3,2,3,2,3,3,2,4,3,3,3,5,1,2,4,2,2,3,2,3,2,2,2,2,1,2,15,6,66,2,1,1,5,5
1603,"32",1,0,0,0,0,0,0,1,1,1,1,2,2,1,7,0,0,10,2,4,1,3,1,1,3,1,1,1,1,1,3,3,3,5,3,1,1,1,1,3,3,3,3,3,3,3,1,2,2,7,6,66,1,2,1,2,6
1604,"32",99,0,0,0,0,0,0,1,2,2,2,2,2,12,99,99,99,99,3,5,1,3,5,2,3,4,3,3,4,5,99,99,1,4,2,5,99,99,99,99,99,99,99,99,99,5,5,5,99,6,1,99,1,2,99,6,99
1605,"32",99,1,1,0,0,1,0,0,2,2,3,2,99,2,5,8,3,7,3,5,1,4,5,2,1,3,2,1,4,5,2,1,3,2,5,2,3,3,3,3,3,3,3,3,3,2,2,1,1,6,2,99,2,2,1,6,4
1606,"32",1,0,1,0,0,0,0,0,1,1,2,1,1,1,7,5,5,7,2,2,2,2,3,3,2,3,2,2,3,3,3,3,2,3,3,3,2,3,3,2,2,2,2,2,2,3,3,3,1,11,6,66,2,2,1,2,5
1607,"32",1,1,1,0,0,0,0,0,1,1,1,1,2,1,9,0,5,9,2,2,1,2,3,2,2,3,2,3,1,3,3,3,4,2,5,2,2,5,3,2,5,3,3,4,3,3,3,2,1,13,4,66,2,2,1,2,3
1608,"33",99,1,1,0,0,0,0,0,99,99,2,99,99,12,2,1,4,3,2,3,1,2,4,1,2,5,1,2,5,1,3,1,1,3,1,2,1,3,2,2,2,1,4,3,1,1,3,1,1,8,2,2,2,4,1,4,4
1609,"33",2,1,1,0,0,0,0,0,2,5,3,1,2,2,5,7,4,5,2,2,2,3,4,3,3,5,2,3,3,3,3,3,3,2,2,2,1,2,1,1,2,3,5,2,3,1,1,1,1,15,6,66,3,5,1,2,5
1610,"33",2,0,1,0,0,1,0,0,1,1,3,1,2,1,6,5,5,4,1,2,1,2,3,2,1,5,1,1,1,1,3,1,3,4,5,1,3,3,3,3,3,3,3,3,3,2,1,1,1,6,1,2,3,5,1,3,4
1611,"33",2,1,1,0,0,0,0,0,99,5,3,2,2,8,0,5,0,0,5,5,1,5,3,3,4,4,1,4,5,5,1,1,2,5,1,5,1,2,1,1,99,1,5,2,5,1,2,1,2,15,6,66,2,2,1,4,6
1612,"33",1,0,1,0,0,1,0,0,1,1,2,2,1,1,7,0,6,5,1,5,1,4,5,4,2,2,3,1,2,2,1,1,4,1,5,1,99,99,99,99,99,99,99,99,99,3,4,3,1,6,1,2,2,2,1,4,3
1613,"33",1,0,0,0,0,1,0,0,1,12,3,1,1,4,8,6,7,8,1,3,2,3,4,3,2,5,3,2,4,2,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,2,4,5,66,2,2,1,4,4
1614,"33",1,1,1,1,0,0,0,0,1,1,2,2,2,1,7,3,4,4,2,4,1,4,4,2,2,2,2,2,2,99,3,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,12,3,66,99,1,1,5,4
1615,"33",2,1,1,0,0,1,0,0,6,6,4,99,2,1,99,99,99,99,3,1,1,5,1,3,5,3,1,5,5,1,2,1,1,4,4,2,1,4,2,1,3,2,4,3,3,1,1,1,2,3,2,2,1,4,1,3,6
1616,"33",2,1,1,0,0,0,0,0,2,2,3,2,2,2,0,5,3,0,4,3,1,5,5,1,1,3,1,3,5,3,3,3,3,4,3,2,1,3,2,1,3,2,2,3,2,2,2,1,1,13,6,66,3,1,1,4,5
1617,"33",2,0,1,1,0,1,0,0,5,5,2,1,2,5,3,5,5,3,2,3,2,4,4,3,3,3,2,4,3,4,2,2,2,4,1,3,1,2,2,2,2,2,4,3,3,2,4,1,1,7,1,2,2,3,1,4,4
1618,"33",2,1,1,0,0,0,0,0,4,4,3,99,2,4,5,2,5,2,3,1,1,2,3,3,3,3,2,3,5,1,4,1,3,3,4,3,99,99,99,99,99,99,99,99,99,99,99,99,1,10,6,66,2,2,3,2,5
1619,"33",2,0,1,0,0,1,0,0,3,12,4,2,2,3,0,5,6,0,3,1,1,3,5,1,2,2,3,4,3,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,1,2,1,2,1,4,3
1620,"33",2,0,1,0,0,0,1,0,6,12,3,2,1,12,4,4,4,3,2,4,3,4,4,2,3,4,3,2,3,2,2,2,2,4,2,3,3,3,3,3,3,3,3,3,3,3,1,2,1,3,6,66,1,2,1,3,4
1621,"33",2,0,1,0,0,0,0,0,4,4,2,2,1,1,99,99,99,99,2,4,3,2,3,3,2,3,1,2,3,3,3,3,3,3,4,3,2,99,99,3,99,99,2,99,99,1,3,1,2,13,6,66,3,2,4,2,6
1622,"33",2,0,1,0,0,1,0,0,3,3,3,99,1,12,2,2,3,1,2,3,3,3,4,2,3,4,4,3,3,3,3,2,2,3,5,2,1,4,2,1,2,2,5,1,5,1,3,1,2,8,1,2,2,2,2,3,5
1623,"33",2,0,0,0,0,1,0,0,10,1,4,1,1,10,7,0,2,0,1,1,4,1,3,3,3,5,1,1,1,1,3,5,5,3,5,1,3,3,3,3,3,3,3,3,3,1,2,1,2,9,1,2,2,4,1,3,5
1624,"33",2,1,1,1,0,0,0,0,2,2,3,1,2,2,4,6,2,3,3,2,3,3,4,2,3,5,2,2,2,4,3,3,3,4,3,3,1,4,3,1,4,3,5,3,3,1,2,1,1,11,2,3,2,2,1,3,6
1625,"33",1,1,1,0,0,0,0,0,1,1,2,1,2,1,10,1,2,9,3,3,2,3,4,3,3,4,2,3,3,2,3,3,3,3,4,3,2,3,3,3,3,3,3,2,2,3,2,2,1,12,6,66,2,2,1,6,5
1626,"33",2,0,0,0,0,0,1,0,6,6,3,99,99,12,0,5,1,1,1,5,1,1,3,1,1,5,1,1,5,5,1,1,3,5,5,4,3,3,3,3,3,3,3,3,3,1,3,1,2,1,6,66,1,3,1,5,4
1627,"33",1,0,1,0,0,1,0,0,9,9,3,1,1,1,6,5,5,5,1,3,1,1,3,1,3,5,1,3,3,3,1,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,2,2,2,2,1,5,4
1628,"33",1,1,1,0,0,1,0,0,1,2,2,1,1,1,7,5,2,5,2,3,2,3,4,1,2,2,1,3,3,3,2,2,1,4,4,2,1,2,4,1,3,4,3,2,2,1,1,1,2,12,5,66,2,2,1,3,6
1629,"33",1,1,1,1,1,0,0,0,1,1,2,2,2,1,8,4,3,7,2,2,2,2,4,1,2,4,2,4,5,5,5,5,4,4,2,1,1,4,2,1,4,2,2,4,3,2,2,1,1,13,6,66,2,2,1,2,5
1630,"33",1,1,1,0,0,0,0,0,3,3,2,1,1,1,7,5,8,5,1,1,3,1,2,2,2,2,3,3,2,2,5,5,3,2,5,2,1,5,2,1,4,1,4,2,5,2,2,1,2,15,6,66,3,2,1,3,5
1631,"33",1,1,1,0,0,1,0,0,1,1,3,1,1,1,6,3,5,5,2,3,1,1,4,3,2,2,2,2,3,2,5,4,3,2,5,4,2,5,2,2,5,3,4,4,4,2,3,1,1,13,4,66,2,2,1,5,3
1632,"33",2,0,1,1,0,0,0,0,99,99,3,2,1,4,4,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1,2,3,2,1,12,2,3,2,2,1,2,5
1633,"33",1,0,1,0,0,1,1,1,1,1,2,1,1,1,8,5,5,5,2,3,3,3,3,2,2,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,6,1,2,2,4,1,4,5
1634,"33",1,0,1,0,0,1,0,0,1,1,2,1,1,1,7,1,2,5,1,2,2,1,5,2,2,5,2,3,3,3,3,3,5,2,5,1,2,5,2,3,5,3,3,3,3,3,4,2,1,6,6,66,1,2,1,3,6
1635,"33",2,1,1,0,0,1,0,0,2,12,4,2,2,12,0,3,0,0,5,5,1,3,1,3,3,5,3,3,5,3,1,1,1,4,3,5,1,3,3,3,3,3,3,3,3,1,5,1,2,10,3,66,1,3,1,2,4
1636,"33",2,0,1,0,0,0,0,0,1,1,3,1,1,1,7,5,5,3,2,3,1,2,3,2,1,4,2,3,4,3,1,1,2,4,5,3,2,2,2,3,3,3,2,2,2,2,2,2,1,2,6,66,1,6,4,1,5
1637,"33",1,0,1,0,0,0,0,0,1,12,3,2,1,12,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,1,2,2,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,1,99,2,3,1,5,4
1638,"33",99,1,1,0,0,0,0,0,1,12,2,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,14,6,66,2,1,1,2,6
1639,"33",1,0,1,0,0,1,0,0,1,12,2,2,1,1,5,1,1,5,3,3,1,3,3,99,3,4,1,3,3,3,2,2,3,3,4,3,1,5,3,2,1,4,5,1,3,1,2,2,2,9,2,2,2,2,1,2,5
1640,"34",2,1,1,0,0,1,1,0,7,7,4,2,2,7,0,0,0,0,5,5,1,5,3,3,3,5,2,4,3,5,1,3,3,4,1,4,1,1,1,2,2,1,5,1,1,1,5,1,2,7,1,3,2,5,1,6,4
1641,"34",1,1,1,0,0,0,0,0,3,3,2,2,99,1,5,5,5,5,3,3,5,5,3,3,2,3,3,2,5,3,5,5,3,2,4,3,2,3,4,3,2,2,3,3,3,1,3,1,2,13,5,66,2,2,1,2,4
1642,"34",1,0,1,0,0,1,0,0,1,1,3,1,2,1,5,5,5,5,2,4,1,3,3,2,2,3,1,2,4,3,2,3,3,4,5,4,2,1,2,2,2,1,2,2,2,2,4,2,1,4,2,2,2,5,4,2,4
1643,"34",1,0,1,0,0,1,0,0,1,12,2,2,99,1,7,5,5,5,2,4,3,2,2,1,2,3,3,2,3,2,2,2,3,3,3,1,3,3,3,3,3,3,3,3,3,2,1,2,2,10,2,3,3,2,1,2,6
1644,"34",2,0,1,1,0,1,0,0,3,3,3,1,1,3,7,0,8,5,1,1,4,1,2,2,3,2,1,1,2,1,2,4,3,1,4,1,1,5,1,2,4,2,4,1,2,2,2,2,1,6,1,2,2,5,1,4,5
1645,"34",1,1,1,0,0,0,0,0,2,1,3,1,1,12,5,4,3,7,3,2,3,2,2,2,2,3,1,3,3,5,4,5,3,1,5,2,2,2,3,3,4,4,3,2,3,1,1,1,2,15,6,66,3,2,1,2,3
1646,"34",99,0,1,0,0,1,0,0,1,12,2,2,1,3,5,0,8,4,3,5,1,3,2,1,2,1,1,3,2,1,1,1,1,1,5,1,3,3,3,2,2,2,5,1,2,3,1,1,2,6,3,66,2,2,1,2,3
1647,"34",1,1,1,0,0,1,0,0,1,1,2,1,1,1,5,5,5,5,1,1,3,3,3,3,5,2,2,4,2,2,1,1,1,1,5,1,1,3,2,1,99,99,3,99,99,2,5,2,1,10,2,3,2,5,1,4,5
1648,"34",1,1,1,1,0,0,0,0,3,3,2,2,1,12,6,3,6,7,2,2,2,2,3,3,3,3,3,4,2,2,2,3,3,1,3,1,1,5,1,1,3,2,4,1,4,2,4,1,1,11,3,66,2,5,1,5,5
1649,"34",2,1,1,0,0,0,0,0,2,12,3,99,2,2,99,99,99,99,3,4,1,5,3,3,4,5,1,3,4,4,1,3,1,2,2,2,2,4,4,2,2,2,2,2,2,99,99,1,1,15,6,66,2,2,1,2,6
1650,"34",1,0,1,1,0,1,0,0,1,12,4,1,1,12,6,6,3,8,2,1,2,3,5,2,2,2,3,3,2,2,3,1,3,1,5,3,2,3,3,1,1,2,3,3,3,2,1,1,1,6,1,2,2,5,1,3,3
1651,"34",99,1,1,1,0,0,0,0,3,12,4,2,99,3,5,0,8,5,2,1,2,3,5,3,2,3,2,3,3,3,3,3,3,3,3,2,1,5,3,1,5,3,2,1,1,1,1,1,1,12,4,66,2,2,1,2,4
1652,"34",1,1,1,0,1,0,0,0,1,1,2,2,1,1,7,5,5,7,3,2,1,3,3,3,2,3,2,3,3,2,5,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,12,6,66,2,2,1,3,5
1653,"34",2,0,1,0,0,1,0,0,3,3,3,1,1,3,5,3,6,5,2,1,3,3,3,3,1,3,1,2,3,3,3,3,3,3,1,2,3,3,3,3,3,3,3,3,3,2,2,1,2,11,4,66,2,2,1,3,4
1654,"34",1,1,1,0,0,0,0,0,1,1,2,1,2,1,10,0,0,10,2,1,3,2,5,1,1,2,1,1,3,1,5,3,3,1,1,1,2,5,5,1,4,4,1,4,4,1,1,1,2,12,4,66,2,2,1,2,3
1655,"34",1,1,0,0,0,0,0,0,3,3,3,2,1,12,99,99,99,99,2,2,2,3,3,3,2,5,3,3,2,2,2,2,2,2,3,3,2,99,99,99,99,99,99,99,99,1,3,1,2,10,3,66,2,2,1,2,4
1656,"34",1,1,1,0,0,0,0,0,4,4,2,2,2,4,4,99,99,5,2,5,3,3,4,2,1,5,2,99,4,3,5,5,2,5,4,4,1,2,3,99,99,99,99,99,99,5,5,99,2,13,2,3,3,1,1,4,6
1657,"34",1,1,1,1,0,1,0,0,1,1,3,1,1,1,5,2,5,5,3,2,1,3,3,2,3,5,2,3,4,1,1,1,3,4,4,3,1,4,3,3,3,3,2,2,2,1,2,1,2,4,3,66,2,5,1,4,4
