ccode,scode,country,uscrireg,region,source08,idp08,host08,source07,idp07,host07,source06,idp06,host06,source05,idp05,host05,source04,idp04,host04,source03,idp03,host03,source02,idp02,host02,source01,idp01,host01,source00,idp00,host00,source99,idp99,host99,source98,idp98,host98,source97,idp97,host97,source96,idp96,host96,source95,idp95,host95,source94,idp94,host94,source93,idp93,host93,source92,idp92,host92,source91,idp91,host91,source90,idp90,host90,source89,idp89,host89,source88,idp88,host88,source87,idp87,host87,source86,idp86,host86,source85,idp85,host85,source84,idp84,host84,source83,idp83,host83,source82,idp82,host82,source81,idp81,host81,source80,idp80,host80,source79,idp79,host79,source78,idp78,host78,source77,idp77,host77,source76,idp76,host76,source75,idp75,host75,source74,idp74,host74,source73,idp73,host73,source72,idp72,host72,source71,idp71,host71,source70,idp70,host70,source69,idp69,host69,source68,idp68,host68,source67,idp67,host67,source66,idp66,host66,source65,idp65,host65,source64,idp64,host64
390,DEN,Denmark,2,1,0,0,3,0,0,0,0,0,3,0,0,2,0,0,2,3,0,0,0,0,5,0,0,12,0,0,10,0,0,8,0,0,6,0,0,13,0,0,25,0,0,10,0,0,25,0,0,23,0,0,14,0,0,5,0,0,6,0,0,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,2,,,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,EST,Estonia,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,FIN,Finland,2,1,0,0,4,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,2,0,0,3,0,0,4,0,0,2,0,0,2,0,0,2,0,0,1,0,0,1,0,0,4,0,0,4,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,FRN,France,2,5,0,0,22,0,0,17,0,0,46,0,0,26,0,0,23,35,0,0,0,0,28,0,0,12,0,0,26,0,0,30,0,0,17,0,0,16,0,0,29,0,0,30,0,0,33,0,0,31,0,0,29,0,0,47,0,0,56,0,0,82,0,0,54,0,0,26,0,0,28,0,0,0,0,0,0,0,0,0,0,0,150,0,0,78,0,0,60,,,,0,0,126,0,0,128,0,0,105,,,,0,0,161,,,,0,0,160,0,0,160,0,0,160,0,0,310,0,0,215,0,0,292,0,0,133,0,0,62,0,0,23
372,GRG,Georgia,2,2,44,266,0,45,300,0,50,231,0,20,240,3,20,260,3,4,260,25,26,262,4,21,264,8,26,272,8,41,280,5,23,280,0,11,275,0,105,285,0,105,280,0,107,260,0,143,250,0,130,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,GMY,Germany,2,1,0,0,54,0,0,29,0,0,22,0,0,64,0,0,83,91,0,0,0,0,104,0,0,116,0,0,180,0,0,285,0,0,198,0,0,277,0,0,436,0,0,443,0,0,430,0,0,529,0,0,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,GRC,Greece,2,1,0,0,34,0,0,20,0,0,6,0,0,11,0,0,10,5,0,0,0,0,2,0,0,6,0,0,1,0,0,8,0,0,3,0,0,2,0,0,6,0,0,1,0,0,1,0,0,1,0,0,2,0,0,13,0,0,6,0,0,0,0,0,5,0,0,3,0,0,4,0,0,4,0,0,4,0,0,3,0,0,4,0,0,4,0,0,3,,,,0,0,2,0,0,7,0,0,7,,,,0,0,3,,,,0,0,2,0,0,4,0,0,8,0,0,8,0,0,12,0,0,12,0,0,5,0,0,5,0,0,4
310,HUN,Hungary,2,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,2,0,0,0,0,1,0,0,3,0,0,4,0,0,6,0,0,3,0,0,3,0,0,5,0,0,9,0,0,11,0,0,10,0,0,40,0,0,50,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,,,,999,0,0,999,0,0,999,0,0,,,,999,0,0,,,,999,0,0,999,0,0,999,0,0,999,0,0,999,0,0,999,0,0,999,0,0,999,0,0,999,0,0
205,IRE,Ireland,2,1,0,0,0,0,0,0,0,0,4,0,0,2,0,0,11,6,0,0,0,0,7,0,0,10,0,0,8,0,0,8,0,0,7,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,ITA,Italy,2,1,0,0,19,0,0,5,0,0,5,0,0,6,0,0,6,6,0,0,0,0,5,0,0,10,0,0,14,0,0,25,0,0,7,0,0,20,0,0,11,0,0,61,0,0,32,0,0,34,0,0,19,0,0,31,0,0,5,0,0,0,0,0,13,0,0,13,0,0,15,0,0,15,0,0,10,0,0,6,0,0,14,0,0,14,0,0,100,,,,0,0,0,0,0,0,0,0,0,,,,0,0,13,,,,0,0,13,0,0,15,0,0,17,0,0,17,0,0,16,0,0,15,0,0,1,0,0,1,0,0,0
367,LAT,Latvia,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,LIT,Lithuania,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,MAC,Macedonia,2,2,0,1,3,0,1,3,0,1,3,0,0,2,0,0,2,2,0,0,3,9,3,23,21,4,0,0,9,0,0,17,0,0,7,0,0,4,0,0,5,0,0,7,0,0,8,0,0,12,0,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,MLD,Moldova,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,MNT,Montenegro,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,NTH,Netherlands,2,1,0,0,12,0,0,14,0,0,9,0,0,14,0,0,13,15,0,0,0,0,17,0,0,31,0,0,30,0,0,40,0,0,47,0,0,64,0,0,46,0,0,39,0,0,53,0,0,35,0,0,25,0,0,22,0,0,21,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5,0,0,0,,,,0,0,1,0,0,0,0,0,0,,,,0,0,9,,,,0,0,9,0,0,9,0,0,8,0,0,8,0,0,10,0,0,9,0,0,0,0,0,0,0,0,0
385,NOR,Norway,2,1,0,0,13,0,0,8,0,0,6,0,0,4,0,0,9,11,0,0,0,0,6,0,0,13,0,0,9,0,0,10,0,0,2,0,0,3,0,0,13,0,0,11,0,0,12,0,0,14,0,0,6,0,0,5,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,3,,,,0,0,6,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,POL,Poland,2,2,0,0,6,0,0,2,0,0,0,0,0,6,0,0,9,2,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,1,0,0,1,0,0,3,0,0,1,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,15,0,0,0,0,0,0,0,0,41,0,0,,,,999,0,0,999,0,0,999,0,0,,,,999,0,0,,,,999,0,0,999,0,0,999,0,0,999,0,0,999,0,0,999,0,0,999,0,0,999,0,0,999,0,0
235,POR,Portugal,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,,,,0,0,750,0,0,500,0,0,500,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,RUM,Romania,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,,,,999,0,0,999,0,0,999,0,0,,,,999,0,0,,,,999,0,0,999,0,0,999,0,0,999,0,0,999,0,0,999,0,0,999,0,0,999,0,0,999,0,0
365,RUS,Russia,2,2,19,88,107,19,77,160,26,190,187,26,265,149,39,339,150,161,368,49,59,371,17,18,474,28,38,491,36,23,800,104,0,350,162,6,375,324,6,400,484,10,250,500,0,450,451,0,0,348,0,0,460,0,900,0,0,750,0,0,500,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,65,0,0,,,,55,0,0,99,0,0,111,0,0,,,,8,0,60,,,,8,0,60,8,0,60,9,0,0,18,0,70,1,0,70,1,0,70,1,0,70,2,0,70,2,0,50
317,SLO,Slovak Republic,2,2,0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,5,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,SLV,Slovenia,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,12,0,0,5,0,0,7,0,0,5,0,0,10,0,0,24,0,0,29,0,0,38,0,0,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,SPN,Spain,2,1,0,0,6,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,2,0,0,3,0,0,7,0,0,4,0,0,14,0,0,14,0,0,13,0,0,8,0,0,7,0,0,0,0,0,9,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,40,0,0,20,0,0,102,,,,0,0,13,0,0,14,0,0,14,,,,0,0,46,,,,0,0,40,0,0,48,0,0,15,0,0,24,0,0,21,0,0,17,0,0,15,0,0,14,0,0,12
380,SWD,Sweden,2,1,0,0,23,0,0,36,0,0,24,0,0,19,0,0,19,26,0,0,0,0,25,0,0,18,0,0,18,0,0,20,0,0,17,0,0,8,0,0,60,0,0,12,0,0,61,0,0,59,0,0,88,0,0,27,0,0,29,0,0,32,0,0,19,0,0,22,0,0,8,0,0,0,0,0,0,0,0,0,0,0,20,0,0,13,0,0,0,,,,0,0,4,0,0,2,0,0,0,,,,0,0,20,,,,0,0,18,0,0,18,0,0,18,0,0,17,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0
225,SWZ,Switzerland,2,1,0,0,14,0,0,21,0,0,8,0,0,11,0,0,31,38,0,0,0,0,44,0,0,58,0,0,63,0,0,104,0,0,40,0,0,34,0,0,42,0,0,29,0,0,24,0,0,27,0,0,82,0,0,42,0,0,37,0,0,24,0,0,17,0,0,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,37,0,0,24,0,0,3,,,,0,0,1,0,0,1,0,0,1,,,,0,0,35,,,,0,0,35,0,0,37,0,0,32,0,0,30,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0
640,TUR,Turkey,2,5,16,1077,18,16,1077,18,24,1077,9,21,678,7,27,675,8,10,675,40,44,690,10,43,700,13,36,700,10,31,750,9,22,700,12,11,1250,5,15,1250,13,15,2000,21,13,2000,31,0,0,25,0,30,32,0,30,132,0,30,178,0,0,261,0,0,301,0,0,800,0,0,402,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,60,,,,0,0,0,0,0,0,0,0,0,,,,1,0,1,,,,0,0,1,0,0,1,0,0,0,0,0,2,0,0,2,0,0,2,0,0,4,0,0,2,0,0,2
200,UKG,United Kingdom,2,1,0,0,27,0,0,27,0,0,21,0,0,15,0,0,22,56,0,0,0,0,79,0,0,70,0,0,88,0,0,112,0,0,74,0,0,58,0,0,40,0,0,44,0,0,32,0,0,28,0,0,25,0,0,45,0,0,25,0,0,10,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,63,0,0,74,,,,0,0,4,0,0,40,0,0,40,,,,0,0,0,,,,0,0,160,0,0,168,0,0,161,0,0,161,0,0,167,0,0,167,0,0,0,0,0,0,0,0,0
369,UKR,Ukraine,2,2,0,0,0,3,0,0,3,0,4,4,0,4,4,0,6,3,0,11,13,0,4,10,0,6,0,0,6,0,0,6,0,0,9,0,0,5,0,0,8,0,0,6,0,0,5,0,0,0,0,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,YUG,Yugoslavia,2,2,,,,,,,,,,18,260,79,19,238,77,291,252,70,74,262,353,60,277,400,190,480,484,390,600,476,145,257,480,4,0,550,0,0,550,0,0,450,0,0,300,0,0,357,0,0,621,173,557,2,0,0,2,0,0,8,0,0,1,0,0,1,0,0,2,0,0,2,0,0,2,0,0,3,0,0,2,0,0,2,0,0,0,,,,999,0,0,999,0,0,999,0,0,,,,999,0,26,,,,999,0,24,999,0,24,999,0,26,999,0,26,999,0,26,999,0,26,999,0,0,999,0,0,999,0,0
342,SER,Serbia,2,2,25,247,67,15,248,98,19,228,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,ARG,Argentina,3,7,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,2,0,0,0,0,3,0,0,3,0,0,1,0,0,3,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,5,0,0,7,0,0,12,10,0,12,28,0,12,0,0,12,0,0,26,0,0,26,235,0,25,,,,0,0,10,0,0,10,0,0,10,,,,0,0,10,,,,0,0,0,0,0,17,0,0,17,0,0,1000,0,0,1000,0,0,1000,0,0,1000,0,0,0,0,0,0
145,BOL,Bolivia,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,999,0,0,999,0,0,999,0,0,999,0,0,0,0,0,0,0,0
140,BRA,Brazil,3,7,0,0,21,0,0,21,0,0,4,0,0,4,0,0,4,4,0,0,0,0,4,0,0,4,0,0,3,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,5,0,0,24,0,0,25,0,0,30,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,CAN,Canada,3,8,0,0,72,0,0,55,0,0,44,0,0,40,0,0,55,70,0,0,0,0,78,0,0,70,0,0,54,0,0,53,0,0,46,0,0,49,0,0,26,0,0,25,0,0,22,0,0,20,0,0,38,0,0,30,0,0,37,0,0,52,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,0,0,0,0,45,,,,0,0,24,0,0,13,0,0,12,,,,0,0,17,,,,0,0,17,0,0,17,0,0,15,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
155,CHL,Chile,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,20,0,30,0,2,30,0,3,1,0,2,0,0,2,0,0,2,76,0,0,,,,47,0,0,15,0,0,28,0,0,,,,13,0,0,,,,2,0,0,17,0,0,17,0,0,999,0,0,999,0,0,999,0,0,999,0,0,0,0,0,0,0,0
100,COL,Colombia,3,7,397,3505,0,579,3505,0,453,2843,0,258,2900,0,264,2900,0,0,2730,234,59,2500,0,25,2450,0,10,2100,0,0,1800,0,0,1400,0,0,1000,0,0,600,0,0,600,0,0,600,0,0,450,0,0,300,0,4,150,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,COS,Costa Rica,3,7,0,0,19,0,0,12,0,0,12,0,0,12,0,0,11,14,0,0,0,0,13,0,0,11,0,0,7,0,0,23,0,0,23,0,0,23,0,0,23,0,0,20,0,0,25,0,0,25,0,0,34,0,0,104,0,0,187,0,0,198,0,0,214,0,0,32,0,0,31,0,0,19,0,0,17,0,0,15,0,0,13,0,0,13,0,0,25,,,,0,0,0,0,0,0,0,0,0,,,,0,0,2,,,,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,CUB,Cuba,3,8,25,0,0,12,0,0,11,0,0,15,0,0,25,0,0,1,0,28,34,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,2,1,0,2,4,0,2,31,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,3,0,0,3,687,0,0,,,,549,0,0,670,0,0,670,0,0,,,,346,0,0,,,,253,0,0,260,0,0,482,0,0,580,0,0,513,0,0,432,0,0,147,0,0,129,0,0,134,0,0
42,DOM,Dominican Republic,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,652,0,0,381,0,0,6,0,0,6,0,0,6,0,0,5,0,0,5,0,0,4,0,0,3,0,0,30,,,,0,0,0,0,0,0,0,0,0,,,,0,0,300,,,,0,0,300,0,0,300,0,0,300,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5
130,ECU,Ecuador,3,7,0,0,135,0,0,273,0,0,208,0,0,47,0,0,45,17,0,0,0,0,9,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,SAL,El Salvador,3,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,203,0,0,217,0,0,230,0,0,253,0,0,250,0,0,4,0,0,12,0,0,12,0,0,16,0,0,22,0,0,23,154,0,24,300,20,237,400,20,61,222,0,152,325,0,159,450,0,180,500,0,252,518,0,244,550,0,241,225,0,250,183,0,89,50,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,,,,0,0,40,,,,0,0,40,0,0,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,GUA,Guatemala,3,7,0,0,0,3,0,0,3,242,0,5,0,0,13,0,0,1,0,12,129,0,1,129,0,1,100,0,1,146,0,1,151,0,1,30,250,1,35,200,1,34,200,2,45,200,5,49,200,5,46,150,5,47,150,258,183,100,267,59,300,125,43,325,2,48,300,0,52,300,12,48,250,70,40,268,70,20,140,70,999,0,75,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,GUY,Guyana,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
41,HAI,Haiti,3,8,15,0,0,17,0,0,15,0,0,16,0,0,20,0,0,0,0,26,33,6,0,25,0,0,23,0,0,23,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0,2,300,0,2,0,0,7,200,0,0,0,0,1212,0,0,952,0,0,0,0,0,0,0,0,6,0,0,5,0,0,5,0,0,999,0,0,0,0,0,41,0,0,,,,3,0,0,2,0,0,0,0,0,,,,370,0,0,,,,370,0,0,371,0,0,372,0,0,31,0,0,31,0,0,30,0,0,16,0,0,16,0,0,10,0,0
91,HON,Honduras,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,52,12,22,247,0,22,170,0,12,164,0,12,52,0,12,62,0,0,62,0,0,38,0,0,33,0,0,25,0,0,33,0,0,13,,,,0,0,0,0,0,0,0,0,0,,,,40,0,0,,,,40,0,0,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,JAM,Jamaica,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,MEX,Mexico,3,8,11,6,4,9,6,4,6,11,4,4,0,3,4,0,5,3,12,21,0,12,4,0,15,6,0,16,6,0,16,8,0,15,8,0,14,30,0,0,34,0,0,38,0,0,50,0,0,52,0,0,47,0,0,388,0,0,413,0,0,431,0,0,163,0,0,165,0,0,175,0,0,175,0,0,170,0,0,140,0,0,105,0,0,46,0,0,5,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,NIC,Nicaragua,3,7,0,0,0,2,0,0,0,0,0,4,0,0,8,0,0,0,0,3,13,0,0,3,0,0,16,0,0,18,0,0,19,0,0,19,0,1,18,0,1,16,0,0,23,0,0,23,0,5,31,0,6,25,354,19,64,354,16,90,390,7,55,275,8,55,250,8,50,250,3,43,145,18,23,100,19,12,500,22,999,0,20,0,0,7,40,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,PAN,Panama,3,7,0,0,17,0,0,12,0,0,11,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,5,0,0,2,0,0,2,0,0,1,0,0,2,0,0,1,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,PAR,Paraguay,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,999,0,0,999,0,0,999,0,0,999,0,0,0,0,0,0,0,0
135,PER,Peru,3,7,0,150,0,0,150,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,60,1,0,70,1,0,340,0,0,360,0,0,420,0,0,480,1,0,600,1,0,600,0,0,500,0,0,200,0,0,200,0,0,80,0,0,35,0,0,350,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
