year,ku,kun,status,name,party,party_code,previous,wl,voteshare,age,nocand,rank,vote,eligible,turnout,exp
2003,mie,1,1,"NAKAI, HIROSHI",DPJ,3,9,2,4404,61,3,2,90381,308441,6704,16963704
2009,toyama,1,1,"MURAI, MUNEAKI",DPJ,3,3,1,4909,36,4,1,90377,261895,70,9895952
2000,chiba,1,1,"USUI, HIDEO",LDP,1,7,1,4408,61,4,1,90358,358426,5803,11944463
2000,yamagata,1,1,"KANO, MICHIHIKO",DPJ,3,9,1,52,58,3,1,90349,250925,7003,16287533
1996,shizuoka,7,1,"KIBE, YOSHIAKI",LDP,1,10,1,4209,70,4,1,90317,356361,6108,14069691
1996,ehime,1,1,"SEKIYA, KATSUTSUGU",LDP,1,8,1,4503,58,4,1,90305,356732,5609,14881825
2017,tokushima,1,2,"GOTODA, MASAZUMI",LDP,1,6,1,51049,48,3,1,90281,0,0,0
2003,tokyo,13,1,"JOJIMA, KORIKI",DPJ,3,3,1,4306,56,3,1,90277,400612,5307,6478612
2017,kagoshima,3,1,"NOMA, TAKESHI",POH,39,2,0,44038,59,3,2,90240,0,0,0
2000,tokyo,12,1,"YASHIRO, EITA",LDP,1,2,1,4007,63,4,1,90208,381926,6006,8177611
2014,hyogo,11,1,"MATSUMOTO, TAKEAKI",DPJ,3,6,1,4906,55,3,1,90182,0,0,0
2009,aomori,3,1,"OOSHIMA, TADAMORI",LDP,1,9,1,4905,62,3,1,90176,262246,7004,19046943
2014,saitama,13,1,"TSUCHIYA, SHINAKO",LDP,1,6,1,5003,62,4,1,90167,0,0,0
2012,gifu,1,1,"NODA, SEIKO",LDP,1,7,1,4909,52,5,1,90164,323652,5709,11226653
2009,wakayama,2,0,"SAKAGUCHI, NAOTO",DPJ,3,1,1,5408,46,3,1,90134,236185,7103,3510824
2014,gifu,5,1,"FURUYA, KEIJI",LDP,1,8,1,5508,62,3,1,90116,0,0,0
1996,aichi,8,0,"MORITA, YUSUKE",NFP,8,0,0,43,33,5,2,90099,377152,5701,8644586
1996,tochigi,3,0,"WATANABE, YOSHIMI",LDP,1,1,1,8304,44,2,1,90082,227966,5106,16983519
2014,okayama,1,1,"AISAWA, ICHIRO",LDP,1,9,1,5508,60,3,1,90059,0,0,0
2014,saitama,5,1,"EDANO, YUKIO",DPJ,3,7,1,4601,50,3,1,90030,0,0,0
2017,oita,2,1,"ETO, SEISHIRO",LDP,1,11,1,53027,76,3,1,89944,0,0,0
2003,osaka,18,0,"NAKAGAWA, OSAMU",DPJ,3,1,2,3906,52,3,2,89930,417574,5603,12783496
2017,aichi,9,1,"OKAMOTO, MITSUNORI",POH,39,4,2,4009,46,3,2,89908,0,0,0
2005,kanagawa,17,0,"SAKAGUCHI, NAOTO",DPJ,3,0,0,3201,42,3,2,89901,424037,6704,8075609
2009,okayama,5,0,"HANASAKI, HIROKI",DPJ,3,1,2,4504,43,3,2,89895,285800,7007,5021300
2012,osaka,4,2,"NAKAYAMA, YASUHIDE",LDP,1,3,2,3604,42,5,2,89894,428137,5902,14269654
2005,aomori,2,1,"ETO, AKINORI",LDP,1,2,1,5803,49,4,1,89887,248301,6303,6963882
2014,tokyo,18,1,"KAN, NAOTO",DPJ,3,12,2,3808,68,3,2,89877,0,0,0
2000,gifu,3,0,"SONODA, YASUHIRO",DPJ,3,0,0,3607,33,3,2,89874,399716,6305,9321781
2003,chiba,1,1,"USUI, HIDEO",LDP,1,7,0,4309,64,3,2,89873,373444,5604,10015176
1996,ibaragi,3,1,"NAKAYAMA, TOSHIO",LDP,1,8,1,50,71,4,1,89822,342895,5404,14331526
2009,hokkaido,11,1,"NAKAGAWA, SHOICHI",LDP,1,8,0,4009,46,3,2,89818,289067,7702,17968864
2014,hyogo,7,1,"YAMADA, KENJI",LDP,1,2,1,3609,48,5,1,89813,0,0,0
2009,aomori,3,0,"TANABU, MASAYO",DPJ,3,3,2,4903,40,3,2,89809,262246,7004,14173453
1996,mie,1,1,"NAKAI, HIROSHI",NFP,8,7,1,4502,54,3,1,89802,295948,6805,21845184
2014,hyogo,10,1,"TOKAI, KISABURO",LDP,1,8,1,5403,66,3,1,89792,0,0,0
2003,hokkaido,1,0,"MISHINA, TAKAYUKI",LDP,1,0,0,3406,37,3,2,89758,450744,5901,9758365
2014,hiroshima,6,1,"KAMEI, SHIZUKA",independent,99,13,1,5202,78,3,1,89756,0,0,0
2003,kanagawa,10,0,"HAKARIYA, YOSHIHIRO",DPJ,3,1,2,3706,58,3,2,89752,443574,5506,3528668
2014,hiroshima,4,1,"NAKAGAWA, TOSHINAO",LDP,1,2,1,6409,44,3,1,89748,0,0,0
2003,niigata,6,1,"TSUTSUI, NOBUTAKA",DPJ,3,3,1,4006,58,4,1,89693,305432,7305,6423380
2009,okinawa,4,0,"ZUKERAN, CHOBIN",DPJ,3,0,1,5407,50,3,1,89680,259929,6403,9061615
2012,kyoto,6,1,"YAMANOI, KAZUNORI",DPJ,3,5,1,3305,50,4,1,89672,450247,61,10921795
1996,hyogo,6,1,"KOIKE, YURIKO",NFP,8,2,1,3803,44,5,1,89672,424938,5606,13001083
2009,niigata,6,1,"TAKATORI, SHUICHI",LDP,1,1,0,3907,48,4,2,89672,298729,7608,13381254
2012,osaka,9,2,"HARADA, KENJI",LDP,1,2,2,3403,64,4,2,89671,437139,6102,6066571
1996,miyazaki,3,1,"MOCHINAGA, KAZUMI",LDP,1,4,1,5301,69,3,1,89671,293294,5908,20975280
2009,saitama,7,1,"NAKANO, KIYOSHI",LDP,1,4,0,3405,73,5,2,89627,404838,6505,11692651
1996,mie,2,0,"NAKAGAWA, MASAHARU",NFP,8,1,1,5504,46,3,1,89620,296774,5606,14720000
2009,kanagawa,3,1,"OKONOGI, HACHIRO",LDP,1,5,0,3405,44,6,2,89588,407479,6501,6882164
2014,shizuoka,1,1,"KAMIKAWA, YOKO",LDP,1,5,1,4409,61,4,1,89544,0,0,0
2003,kanagawa,4,1,"OISHI, HISAKO",DPJ,3,2,1,4609,67,4,1,89515,321246,6102,5880669
2005,shiga,1,1,"KAWABATA, TATSUO",DPJ,3,7,2,4306,60,3,2,89503,299163,6905,19035149
2009,miyagi,5,1,"AZUMI, JUN",DPJ,3,4,1,5806,47,2,1,89484,226277,6805,4396513
2009,gunma,3,1,"YATSU, YOSHIO",LDP,1,6,0,4402,75,3,2,89436,299261,6903,19318728
2000,akita,2,1,"NOROTA, HOSEI",LDP,1,6,1,5403,70,4,1,89428,234649,7106,13116543
2017,miyagi,5,1,"AZUMI, JUN",independent,99,7,1,63091,55,2,1,89423,0,0,0
2017,tochigi,5,0,"MOTEGI, TOSHIMITSU",LDP,1,8,1,61095,62,3,1,89403,0,0,0
2012,nagano,1,1,"SHINOHARA, TAKASHI",DPJ,3,4,1,3606,64,4,1,89400,427377,5808,6241660
1996,mie,1,1,"KAWASAKI, JIRO",LDP,1,5,2,45,48,3,2,89359,295948,6805,18456448
2000,shiga,3,0,"OKUMURA, TENZO",independent,99,0,0,4201,55,3,2,89358,323496,6609,17934452
2000,fukushima,1,1,"SATO, TAKEO",LDP,1,3,1,3002,72,6,1,89353,426676,7004,21312937
2017,hyogo,2,1,"AKABA, KAZUYOSHI",CGP,5,7,1,52053,59,3,1,89349,0,0,0
2009,chiba,2,1,"YAMANAKA, AKIKO",LDP,1,2,0,3301,63,4,2,89311,425033,6407,7161292
2009,hokkaido,10,1,"IIJIMA, YUKARI",LDP,1,1,0,35,45,3,2,89287,342003,7606,7754742
2017,kumamoto,4,1,"YAGAMI, MASAYOSHI",CDP,40,2,2,37024,57,2,2,89279,0,0,0
2005,osaka,17,1,"NISHIMURA, SHINGO",DPJ,3,5,2,4206,57,3,2,89276,329075,6501,10381846
2009,okinawa,3,0,"TAMAKI, DENI",DPJ,3,1,1,4807,49,5,1,89266,288868,6405,9770614
2012,ishikawa,3,1,"KITAMURA, SHIGEO",LDP,1,3,1,5404,67,3,1,89266,260929,6408,7193202
2009,kyoto,4,2,"TANAKA, HIDEO",independent,99,1,0,3305,65,5,2,89257,395807,6804,12975720
2014,tokyo,1,1,"KAIEDA, BANRI",DPJ,3,6,0,3506,65,6,2,89232,0,0,0
2017,gunma,2,1,"INO, TOSHIRO",LDP,1,2,1,55088,37,3,1,89219,0,0,0
2005,chiba,10,0,"YATAGAWA, HAJIME",DPJ,3,0,0,3902,42,3,2,89183,367402,6303,5247822
2014,miyazaki,1,1,"TAKEI, SHUNSUKE",LDP,1,2,1,5402,39,4,1,89171,0,0,0
2003,hyogo,11,2,"TOIDA, TORU",LDP,1,1,0,4106,51,3,2,89159,374757,5805,15214217
2005,osaka,14,0,"NAGAO, TAKASHI",DPJ,3,0,0,3202,42,3,2,89142,423797,6702,12251072
2014,okinawa,3,1,"TAMAKI, DENI",seikatsu,31,3,1,60,55,2,1,89110,0,0,0
2005,ibaragi,7,2,"NAKAMURA, KISHIRO",independent,99,10,1,4201,56,4,1,89099,315524,6803,7676151
2014,saitama,7,1,"KAMIYAMA, SAICHI",LDP,1,2,1,43,60,4,1,89089,0,0,0
2000,saitama,11,0,"KOIZUMI, RYUJI",independent,99,1,1,3808,47,5,1,89084,359267,6505,13532720
2009,kanagawa,4,0,"NAGASHIMA, KAZUYOSHI",DPJ,3,1,1,38,42,5,1,89082,331102,7202,6612037
2003,chiba,9,2,"SUDO, HIROSHI",DPJ,3,2,2,4206,46,3,2,89057,390110,5504,7001673
1996,niigata,2,0,"KONDO, MOTOHIKO",independent,99,0,0,3805,42,6,2,89044,339397,7102,14167029
2005,kanagawa,10,1,"HAKARIYA, YOSHIHIRO",DPJ,3,1,0,3103,60,3,2,89025,453007,6404,8677056
2012,mie,1,1,"KAWASAKI, JIRO",LDP,1,10,1,4703,65,4,1,88989,307509,6206,13065649
2009,fukushima,5,1,"SAKAMOTO, GOJI",LDP,1,7,0,3807,64,3,2,88968,343654,6804,5378634
2009,aichi,5,0,"TERANISHI, MUTSUMI",LDP,1,0,0,3409,45,3,2,88964,411827,6306,8486591
1996,fukuoka,3,1,"OTA, SEIICHI",LDP,1,6,1,49,50,4,1,88953,335092,5602,14712725
2014,tokyo,6,0,"OCHIAI, TAKAYUKI",ishin-to,15,1,2,3504,35,3,2,88915,0,0,0
2005,wakayama,2,1,"ISHIDA, MASATOSHI",LDP,1,3,1,5401,53,3,1,88915,236185,7103,12514109
2005,gifu,5,1,"FURUYA, KEIJI",independent,99,5,1,42,52,4,1,88874,290646,7401,12803925
2000,miyagi,1,0,"KONNO, AZUMA",DPJ,3,1,1,42,52,4,1,88864,385251,5606,7254752
2005,toyama,1,1,"NAGASE, JINEN",LDP,1,6,1,5203,61,3,1,88840,262528,6508,21679908
2000,hokkaido,4,1,"SATO, SHIZUO",LDP,1,4,1,4209,58,3,1,88825,323930,6507,10629695
2012,miyagi,3,2,"NISHIMURA, AKIHIRO",LDP,1,3,1,5802,52,3,1,88801,283645,5509,8101697
2003,hyogo,3,1,"DOI, RYUICHI",DPJ,3,4,1,5101,64,3,1,88767,323074,5506,10242244
2000,tokyo,2,1,"NAKAYAMA, YOSHIKATSU",DPJ,3,2,1,4109,55,5,1,88744,338347,6406,15478779
2012,kumamoto,2,1,"NODA, TAKESHI",LDP,1,14,1,5305,71,5,1,88744,304176,5605,23593097
2014,saitama,4,1,"TOYODA, MAYUKO",LDP,1,2,1,4801,40,3,1,88730,0,0,0
2014,hokkaido,2,1,"YOSHIKAWA, TAKAMORI",LDP,1,4,1,3809,64,4,1,88667,0,0,0
1996,fukushima,2,1,"MASHIKO, TERUHIKO",NFP,8,2,0,4306,49,3,2,88661,322195,6403,8729149
2009,fukuoka,1,1,"ENDO, NOBUHIKO",LDP,1,1,0,3709,46,4,2,88648,381718,6207,6638500
2014,osaka,18,1,"ENDO, TAKASHI",ishin-to,15,1,1,4402,46,3,1,88638,0,0,0
2005,tokushima,3,1,"GOTODA, MASAZUMI",LDP,1,3,1,5703,36,3,1,88581,225208,70,11238454
1996,okayama,2,1,"KUMASHIRO, AKIHIKO",LDP,1,2,1,5408,56,3,1,88569,271802,6108,17778431
2009,kagoshima,2,0,"UCHIKOSHI, AKASHI",DPJ,3,1,2,4302,51,3,2,88562,281457,7402,15095555
2000,okinawa,2,1,"NAKAMURA, SEIJI",LDP,1,5,1,4903,68,4,1,88544,323632,5607,21504682
2003,miyazaki,2,0,"ETO, TAKU",independent,99,0,1,4306,43,4,1,88540,302758,68,17730720
2014,oita,1,1,"ANAMI, YOICHI",LDP,1,1,2,45,45,3,2,88507,0,0,0
2014,tokyo,15,1,"KAKIZAWA, MITO",ishin-to,15,3,1,4103,43,4,1,88507,0,0,0
2009,hyogo,2,1,"AKABA, KAZUYOSHI",CGP,5,5,0,3903,51,4,2,88502,358300,65,13827849
2003,tokyo,19,0,"MATSUMOTO, YOHEI",LDP,1,0,0,3404,30,4,2,88501,441981,5909,0
2000,fukushima,4,0,"YAMAUCHI, HIDEO",LDP,1,0,0,4307,48,3,2,88501,256788,80,11792692
2012,osaka,15,1,"TAKEMOTO, NAOKAZU",LDP,1,6,2,3907,72,4,2,88500,396882,5803,9761305
2014,tokyo,12,1,"OTA, AKIHIRO",CGP,5,7,1,4106,68,4,1,88499,0,0,0
2014,akita,3,1,"MURAOKA, TOSHIHIDE",ishin-to,15,2,2,4409,54,3,2,88483,0,0,0
2005,nagasaki,2,0,"OKUBO, YUKISHIGE",DPJ,3,0,0,3904,39,3,2,88472,338744,6706,9498182
2000,fukuoka,10,1,"JIMI, SHOZABURO",LDP,1,6,1,4008,54,5,1,88446,411978,55,15986703
2000,hyogo,5,2,"YOSHIOKA, KENJI",DPJ,3,2,0,3505,62,5,2,88402,356786,7104,10143095
2017,chiba,10,1,"HAYASHI, MOTO",LDP,1,9,1,53012,70,3,1,88398,0,0,0
2014,ibaraki,7,1,"NAKAMURA, KISHIRO",independent,99,13,1,5101,65,3,1,88393,0,0,0
2000,kyoto,6,1,"TAMAKI, KAZUYA",DPJ,3,7,2,3502,55,5,2,88392,422379,6103,17499327
1996,hiroshima,6,0,"SATO, KOJI",NFP,8,0,0,3504,37,4,2,88391,345276,7308,13106468
1996,yamagata,3,1,"CHIKAOKA, RIICHIRO",LDP,1,5,1,5801,70,3,1,88389,223438,70,10939163
2012,hokkaido,3,0,"TAKAGI, HIROHISA",LDP,1,1,1,3609,52,5,1,88360,449087,5501,10689
2009,tokyo,18,1,"TSUCHIYA, MASATADA",LDP,1,1,0,3201,67,4,2,88325,409067,6802,6966331
1996,kanagawa,16,1,"KAMEI, YOSHIYUKI",LDP,1,6,1,5101,60,4,1,88325,322617,5501,18908036
2017,hokkaido,9,2,"YAMAOKA, TATSUMARU",POH,39,1,2,37097,38,3,2,88320,0,0,0
2017,saitama,11,1,"KOIZUMI, RYUJI",independent,99,5,1,46038,65,4,1,88290,0,0,0
2005,kagoshima,1,1,"KAWAUCHI, HIROSHI",DPJ,3,4,2,42,43,3,2,88284,331888,6402,21736028
2005,okayama,2,1,"TSUMURA, KEISUKE",DPJ,3,2,1,4609,33,3,1,88277,288250,6608,11148827
2003,tokyo,13,1,"KAMOSHITA, ICHIRO",LDP,1,4,2,4206,54,3,2,88254,400612,5307,9951644
2017,tokyo,21,0,"ODAWARA, KIYOSHI",LDP,1,2,2,39014,53,4,2,88225,0,0,0
2012,tokyo,15,1,"KAKIZAWA, MITO",your,14,2,1,3609,41,5,1,88222,386411,6401,6398565
2014,mie,1,1,"KAWASAKI, JIRO",LDP,1,11,1,53,67,3,1,88219,0,0,0
1996,fukushima,3,1,"GEMBA, KOICHIRO",DPJ,3,1,2,4404,32,4,2,88214,287887,7009,15679732
2012,saitama,15,2,"TANAKA, YOSHIO",LDP,1,2,1,4207,49,5,1,88210,371932,5702,11415922
1996,tokyo,2,1,"HATOYAMA, KUNIO",DPJ,3,7,1,4407,48,3,1,88183,327846,6109,22357267
2017,aichi,10,1,"ESAKI, TETSUMA",LDP,1,6,1,39001,74,4,1,88171,0,0,0
2005,kanagawa,13,2,"TSUCHIDA, RYUSHI",DPJ,3,2,0,3009,53,3,2,88170,443977,6508,7499298
2003,saitama,7,1,"NAKANO, KIYOSHI",LDP,1,3,2,4204,67,4,2,88151,394200,5306,17318918
1996,osaka,18,1,"NAKAYAMA, TARO",LDP,1,4,1,4108,72,4,1,88147,389840,5506,13207957
2017,kyoto,1,1,"IBUKI, BUMMEI",LDP,1,11,1,47032,79,3,1,88106,0,0,0
2005,kanagawa,8,2,"EDA, KENJI",independent,99,1,1,3408,49,4,1,88098,363051,7005,7684666
2000,ibaragi,7,1,"NAKAMURA, KISHIRO",independent,99,9,1,4401,51,5,1,88095,310270,6601,8132817
2017,nara,1,0,"MABUCHI, SUMIO",POH,39,5,0,39069,57,4,2,88082,0,0,0
2000,yamagata,3,1,"CHIKAOKA, RIICHIRO",LDP,1,6,1,5702,73,3,1,88069,227041,6904,17775183
2000,chiba,8,1,"SAKURADA, YOSHITAKA",LDP,1,2,2,3802,50,5,2,88065,396931,5908,10431274
2000,tokyo,25,1,"ISHIKAWA, YOZO",LDP,1,8,1,4809,54,4,1,88007,310320,6006,11125764
2009,kyoto,5,1,"TANIGAKI, SADAKAZU",LDP,1,10,1,4605,64,4,1,87998,259445,7401,7092395
2012,hiroshima,3,1,"KAWAI, KATSUYUKI",LDP,1,5,1,4602,49,4,1,87993,352969,5507,14049976
2005,kanagawa,16,0,"NAGATA, HIDETOMO",DPJ,3,0,0,3207,31,3,2,87991,424331,6408,7609001
1996,aichi,13,0,"SHIMA, SATOSHI",NFP,8,1,1,4608,38,3,1,87991,330753,5807,8689828
2005,hyogo,5,1,"KAJIWARA, YASUHIRO",DPJ,3,1,0,3308,48,4,2,87977,362866,7301,13676459
2012,hyogo,2,2,"AKABA, KAZUYOSHI",CGP,5,5,1,4703,54,4,1,87969,355943,5502,15373860
2000,miyagi,2,1,"NAKANO, MASASHI",LDP,1,1,0,4202,52,3,2,87949,388924,5508,10394176
2003,osaka,1,1,"CHUMA, KOKI",LDP,1,7,1,4908,67,3,1,87936,351841,5109,23478000
2012,hokkaido,10,1,"INETSU, HISASHI",CGP,5,2,1,4301,54,4,1,87930,328145,6407,7071723
2012,hyogo,10,2,"TOKAI, KISABURO",LDP,1,7,1,4402,64,4,1,87902,346032,5807,15469799
2014,fukuoka,9,1,"MIHARA, ASAHIKO",LDP,1,7,1,4702,67,3,1,87892,0,0,0
2005,tokyo,9,0,"KAWASHIMA, TOMOTARO",DPJ,3,0,0,3009,41,4,2,87890,429691,6705,1130206
1996,niigata,1,0,"YOSHIDA, ROKUZAEMON",LDP,1,1,1,4207,56,4,1,87887,379061,5703,17302204
2012,kyoto,5,1,"TANIGAKI, SADAKAZU",LDP,1,11,1,5605,67,4,1,87879,253719,6303,6981005
2014,kumamoto,5,1,"KANEKO, YASUSHI",LDP,1,6,1,6905,53,3,1,87874,0,0,0
2005,nagano,4,1,"GOTO, SHIGEYUKI",LDP,1,3,1,4907,49,3,1,87859,251779,7201,22491851
2003,shiga,1,1,"KAWABATA, TATSUO",DPJ,3,6,1,51,58,3,1,87857,294287,5907,16533502
2005,fukuoka,8,0,"OSHIMA, KUSUO",DPJ,3,0,0,3404,44,3,2,87856,378095,6903,15691745
2005,aichi,4,0,"FUJINO, MAKIKO",LDP,1,0,2,4001,55,4,2,87824,372236,6001,13344433
2009,mie,4,1,"MORIMOTO, TETSUO",DPJ,3,2,1,5004,59,3,1,87824,243958,7206,7763898
2017,kanagawa,7,0,"NAKATANI, KAZUMA",CDP,40,0,2,39095,34,3,2,87819,0,0,0
2005,aichi,2,0,"OKADA, YUJI",LDP,1,0,0,3901,27,3,2,87804,366121,6206,5289828
2014,shizuoka,3,2,"KOYAMA, NOBUHIRO",DPJ,3,2,2,4105,38,3,2,87800,0,0,0
2000,kanagawa,10,1,"NAGAI, EIJI",DPJ,3,3,2,3609,63,4,2,87775,427193,5705,12622522
2005,kagoshima,2,0,"TOKUDA, TAKESHI",independent,99,1,1,4209,34,3,1,87737,283503,7308,18430963
2000,kagoshima,1,1,"YASUOKA, OKIHARU",LDP,1,8,1,4708,61,3,1,87729,322298,5802,11044412
2012,fukuoka,6,1,"HATOYAMA, KUNIO",independent,99,12,1,4106,64,5,1,87705,371451,5806,13971466
2012,saitama,3,0,"KIKAWADA, HITOSHI",LDP,1,1,1,3505,42,5,1,87695,459854,5507,6371551
1996,yamanashi,3,1,"YOKOUCHI, SHOMEI",LDP,1,1,1,6902,54,3,1,87683,227673,6109,22484313
2017,fukuoka,10,1,"YAMAMOTO, KOZO",LDP,1,7,1,44016,69,3,1,87674,0,0,0
1996,fukushima,4,1,"SAITO, FUMIAKI",LDP,1,1,0,4505,53,3,2,87643,258159,7601,8473142
2000,hyogo,11,1,"TOIDA, TORU",LDP,1,1,0,4009,48,4,2,87624,369949,5905,14227101
2014,tokyo,19,2,"SUEMATSU, YOSHINORI",DPJ,3,5,0,3303,58,4,2,87584,0,0,0
2009,hiroshima,1,0,"SUGEKAWA, HIROSHI",DPJ,3,1,2,4307,40,6,2,87557,311170,6506,11953598
2014,tokyo,14,1,"MATSUSHIMA, MIDORI",LDP,1,5,1,4606,58,3,1,87546,0,0,0
2017,iwate,1,1,"SHINA, TAKESHI",POH,39,4,1,52058,51,3,1,87534,0,0,0
2017,niigata,4,0,"KANEKO, MEGUMI",LDP,1,2,0,43073,39,2,2,87524,0,0,0
2003,chiba,12,0,"AOKI, AI",DPJ,3,0,2,4008,38,3,2,87522,386347,5709,7275126
2003,saitama,10,1,"YAMAGUCHI, TAIMEI",LDP,1,3,1,4908,54,3,1,87489,320993,5507,12551141
2005,saga,3,1,"HORI, KOSUKE",independent,99,10,1,54,70,4,1,87485,230222,72,8888114
2012,miyagi,1,2,"DOI, TORU",LDP,1,1,1,3902,54,6,1,87482,415768,5502,11705920
1996,kagoshima,2,0,"SONODA, SHUKO",LDP,1,1,1,4709,39,3,1,87471,271453,6904,13772753
2012,fukuoka,10,1,"YAMAMOTO, KOZO",LDP,1,6,1,4106,64,4,1,87460,410748,5208,8135698
2009,miyagi,1,1,"DOI, TORU",LDP,1,1,0,3401,51,5,2,87401,402329,6408,10491528
2012,tottori,2,1,"AKAZAWA, RYOSEI",LDP,1,2,1,6008,51,3,1,87395,226124,6504,11716245
2017,oita,1,0,"KIRA, SHUJI",POH,39,4,2,44084,59,3,2,87392,0,0,0
2000,saitama,1,1,"MATSUNAGA, HIKARU",LDP,1,10,0,3502,71,4,2,87358,436241,5802,14168265
2000,saitama,3,1,"IMAI, HIROSHI",LDP,1,2,0,3901,58,3,2,87344,421701,55,10301859
2003,tokyo,11,2,"WATANABE, KOICHIRO",DPJ,3,1,0,3707,59,3,2,87331,427315,5602,10311129
1996,ishikawa,1,1,"OKUDA, KEIWA",NFP,8,10,1,4904,68,3,1,87329,339562,5402,9863020
2000,fukuoka,4,1,"WATANABE, TOMOYOSHI",LDP,1,2,1,4704,59,3,1,87327,304572,6208,16514618
2012,gunma,2,0,"INO,TOSHIRO",LDP,1,1,1,4906,32,4,1,87309,331434,5503,6872236
2009,nagasaki,1,1,"TOMIOKA, TSUTOMU",LDP,1,1,0,3704,61,4,2,87297,352817,67,14109292
2017,okayama,1,1,"AISAWA, ICHIRO",LDP,1,10,1,52071,63,3,1,87272,0,0,0
2000,saga,2,1,"IMAMURA, MASAHIRO",LDP,1,2,1,62,53,5,1,87240,214540,6801,14452613
2000,tokyo,23,1,"ISHIGE, EIKO",DPJ,3,2,2,3404,61,6,2,87232,413515,6209,6751588
2000,hokkaido,10,0,"YAMASHITA, TAKAFUMI",LDP,1,0,0,3906,47,3,2,87196,320900,7005,8203631
2012,tokyo,23,0,"OGURA, AKINOBU",LDP,1,1,1,3002,31,6,1,87192,463214,6403,3701343
2003,osaka,4,0,"NAKAYAMA, YASUHIDE",LDP,1,1,2,4202,33,3,2,87187,391642,5403,18197066
2005,hyogo,3,1,"DOI, RYUICHI",DPJ,3,5,2,4207,66,3,2,87182,322997,6406,8180963
2014,hokkaido,11,1,"NAKAGAWA, YUKO",LDP,1,2,1,5202,55,3,1,87118,0,0,0
2014,kumamoto,1,1,"KIHARA, MINORU",LDP,1,3,1,4907,45,3,1,87111,0,0,0
2005,osaka,12,1,"TARUTOKO, SHINJI",DPJ,3,4,0,3907,46,3,2,87091,343381,6501,8288097
2017,osaka,18,1,"ENDO, TAKASHI",NIK,41,2,1,44033,49,3,1,87070,0,0,0
2000,osaka,1,1,"CHUMA, KOKI",LDP,1,6,1,5002,63,4,1,87068,340864,5208,15828264
2005,osaka,5,1,"INAMI, TETSUO",DPJ,3,1,0,35,57,3,2,87002,406910,6304,17552564
2005,ibaragi,1,0,"FUKUSHIMA, NOBUYUKI",DPJ,3,0,0,3501,35,3,2,86999,406757,6204,14404869
2009,niigata,2,1,"KONDO, MOTOHIKO",LDP,1,3,0,37,55,4,2,86960,315884,7508,9248407
2005,hokkaido,7,1,"KITAMURA, NAOTO",LDP,1,6,0,4309,58,3,2,86924,286454,7104,17481879
2003,aomori,3,1,"OOSHIMA, TADAMORI",LDP,1,7,1,5305,57,3,1,86909,266344,6109,19920640
2000,kanagawa,13,1,"TOMIZAWA, ATSUHIRO",DPJ,3,1,0,3408,60,5,2,86879,423367,6007,16664185
2014,kanagawa,18,1,"YAMAGIWA, DAISHIRO",LDP,1,4,1,40,46,5,1,86869,0,0,0
2003,saitama,14,0,"NAKANO, JO",DPJ,3,1,2,4109,36,3,2,86826,392153,5401,5473061
2005,tochigi,2,0,"FUKUDA, AKIO",DPJ,3,0,2,4607,57,2,2,86818,273033,6902,12932914
2000,kumamoto,1,1,"IWASHITA, EIICHI",LDP,1,1,0,4304,53,3,2,86817,345336,5903,12996504
1996,fukuoka,4,0,"WATANABE, TOMOYOSHI",LDP,1,1,1,5004,55,4,1,86765,282650,6209,19983724
2005,yamagata,1,1,"KANO, MICHIHIKO",DPJ,3,10,0,3809,63,3,2,86755,305878,7308,12735561
2012,nara,2,1,"TAKAICHI, SANAE",LDP,1,6,1,4607,51,5,1,86747,297375,6309,15377023
2005,nagano,2,0,"SEKIYA, RIKI",LDP,1,0,0,3204,37,5,2,86735,389698,70,11258408
2014,hokkaido,10,1,"INATSU, HISASHI",CGP,5,3,1,4805,56,3,1,86722,0,0,0
2012,hokkaido,11,0,"NAKAGAWA, YUKO",LDP,1,1,1,51,53,3,1,86719,288689,61,16033434
2005,kumamoto,3,1,"MATSUOKA, TOSHIKATSU",LDP,1,6,1,4307,60,3,1,86688,265801,7602,21316951
1996,akita,2,1,"NOROTA, HOSEI",LDP,1,5,1,5409,66,4,1,86677,236702,6809,12138166
2005,kanagawa,9,0,"YAMAUCHI, KOICHI",LDP,1,1,1,4606,32,3,1,86673,281203,6704,9089762
1996,tokushima,2,1,"YAMAGUCHI, SHUNICHIB",LDP,1,3,1,73,46,3,1,86663,230623,5507,17324420
2009,aomori,2,1,"ETO, AKINORI",LDP,1,3,1,54,53,4,1,86654,242488,6703,5263542
2000,aichi,7,0,"KOBAYASHI, KENJI",DPJ,3,1,1,3805,35,6,1,86651,380956,6009,8638857
2014,saitama,5,1,"MAKIHARA, HIDEKI",LDP,1,3,2,4404,43,3,2,86636,0,0,0
2003,hyogo,9,0,"NISHIMURA, YASUTOSHI",independent,99,1,1,4008,41,4,1,86631,361358,6001,11235091
2000,hokkaido,13,1,"KITAMURA, NAOTO",LDP,1,5,1,4609,52,5,1,86567,290199,6502,24605343
2017,kanagawa,12,1,"ABE, TOMOKO",CDP,40,6,1,4302,69,3,1,86550,0,0,0
2017,saitama,12,0,"NONAKA, ATSUSHI",LDP,1,2,1,44096,40,3,1,86499,0,0,0
2000,kyoto,1,1,"IBUKI, BUNMEI",LDP,1,6,1,4201,62,3,1,86490,371351,5609,17788511
