year,state,status,adunit,murder,dacoity,riots,arson,area,pop,civpol,armpol,totpol
2004,AS,0,Tinsukia,117,17,11,19,,,,,
2004,BH,0,Araria,66,34,325,28,,,,,
2004,BH,0,Arwal,36,9,31,0,,,,,
2004,BH,0,Aurangabad,77,41,235,0,,,,,
2004,BH,0,Bagaha,49,7,153,10,,,,,
2004,BH,0,Banka,71,44,175,11,,,,,
2004,BH,0,Begusarai,107,19,204,12,,,,,
2004,BH,0,Bettiah,108,23,682,18,,,,,
2004,BH,0,Bhabhua,59,15,165,35,,,,,
2004,BH,0,Bhagalpur,133,32,239,20,,,,,
2004,BH,0,Bhojpur,108,43,232,48,,,,,
2004,BH,0,Buxar,70,41,223,20,,,,,
2004,BH,0,Darbhanga,55,28,420,16,,,,,
2004,BH,0,Gaya,163,104,391,36,,,,,
2004,BH,0,Gopalganj,77,23,185,8,,,,,
2004,BH,0,Jamalpur RP,10,25,5,0,,,,,
2004,BH,0,Jamui,79,31,152,13,,,,,
2004,BH,0,Jehanabad,68,32,98,12,,,,,
2004,BH,0,Katihar,71,26,171,19,,,,,
2004,BH,0,Katihar RP,10,10,7,0,,,,,
2004,BH,0,Khagaria,50,23,199,17,,,,,
2004,BH,0,Kishanganj,26,11,110,2,,,,,
2004,BH,0,Lakhisarai,63,9,90,3,,,,,
2004,BH,0,Madhepura,58,18,143,4,,,,,
2004,BH,0,Madhubani,60,57,338,2,,,,,
2004,BH,0,Motihari,120,22,365,26,,,,,
2004,BH,0,Munger,64,8,230,9,,,,,
2004,BH,0,Muzaffarpur,180,52,819,46,,,,,
2004,BH,0,Muzaffarpur RP,20,8,18,0,,,,,
2004,BH,0,Nalanda,220,30,191,32,,,,,
2004,BH,0,Naugachia,50,13,118,2,,,,,
2004,BH,0,Nawada,78,28,245,13,,,,,
2004,BH,0,Patna,542,123,562,52,,,,,
2004,BH,0,Patna RP,21,29,13,0,,,,,
2004,BH,0,Purnea,128,72,202,13,,,,,
2004,BH,0,Rohtas,130,17,204,0,,,,,
2004,BH,0,Saharsa,48,13,221,6,,,,,
2004,BH,0,Samastipur,118,17,274,57,,,,,
2004,BH,0,Saran,160,47,330,31,,,,,
2004,BH,0,Sheikhpura,44,7,92,9,,,,,
2004,BH,0,Sheohar,9,7,44,6,,,,,
2004,BH,0,Sitamarhi,80,16,206,19,,,,,
2004,BH,0,Siwan,125,54,223,21,,,,,
2004,BH,0,Supaul,38,42,249,6,,,,,
2004,BH,0,Vaishali,99,9,214,25,,,,,
2004,CT,0,Balrampur,33,15,20,7,,,,,
2004,CT,0,Bilaspur,83,2,164,34,,,,,
2004,CT,0,Bizapur,24,11,9,14,,,,,
2004,CT,0,Dantewara,70,4,13,5,,,,,
2004,CT,0,Dhamtari,18,0,13,4,,,,,
2004,CT,0,Durg,55,2,53,31,,,,,
2004,CT,0,GRP Raipur,2,0,3,0,,,,,
2004,CT,0,Jagdalpur,63,10,44,7,,,,,
2004,CT,0,Janjgir,55,3,74,14,,,,,
2004,CT,0,Jashpur,46,4,17,5,,,,,
2004,CT,0,Kabirdham,13,0,18,6,,,,,
2004,CT,0,Kanker,48,23,32,7,,,,,
2004,CT,0,Korba,46,0,35,7,,,,,
2004,CT,0,Koriya,33,2,20,11,,,,,
2004,CT,0,Mahasamund,22,1,21,8,,,,,
2004,CT,0,Narayanpur,21,12,2,6,,,,,
2004,CT,0,Raigarh,55,1,49,9,,,,,
2004,CT,0,Raipur,84,6,77,24,,,,,
2004,CT,0,Rajnandgaon,45,2,15,14,,,,,
2004,CT,0,Sarguja,111,8,111,29,,,,,
2004,DD,0,Daman,2,0,19,2,,,,,
2004,DD,0,Diu,1,0,0,0,,,,,
2004,DE,0,Central,16,1,8,3,,,,,
2004,DE,0,East,52,6,6,5,,,,,
2004,DE,0,RP,6,1,0,3,,,,,
2004,DE,0,Palam Air Port (IGI Airp,1,0,2,0,,,,,
2004,DE,0,New Delhi,6,0,2,1,,,,,
2004,DE,0,North,25,5,6,9,,,,,
2004,DE,0,Northeast,54,4,4,1,,,,,
2004,DE,0,Northwest,129,4,11,4,,,,,
2004,DE,0,South,80,5,10,2,,,,,
2004,DE,0,Southwest,44,3,13,5,,,,,
2004,DE,0,STF,1,0,0,0,,,,,
2004,DE,0,West,67,1,5,5,,,,,
2004,GO,0,North Goa,23,4,18,5,,,,,
2004,GO,0,South Goa,17,1,15,2,,,,,
2004,GU,0,Ahmedabad City,92,33,162,10,,,,,
2004,GU,0,Ahmedabad Rural,26,9,36,11,,,,,
2004,GU,0,Ahwa Dang,4,0,4,1,,,,,
2004,GU,0,Amreli,28,4,38,18,,,,,
2004,GU,0,Anand,21,13,23,16,,,,,
2004,GU,0,Bharuch,38,4,42,29,,,,,
2004,GU,0,Bhavnagar,53,20,141,32,,,,,
2004,GU,0,Dahod,44,38,45,21,,,,,
2004,GU,0,Gandi Nagar,25,2,32,7,,,,,
2004,GU,0,Himatnagar,35,15,56,19,,,,,
2004,GU,0,Jamnagar,42,4,41,14,,,,,
2004,GU,0,Junagadh,40,12,88,26,,,,,
2004,GU,0,Kheda,53,9,45,10,,,,,
2004,GU,0,Kutch,28,11,48,11,,,,,
2004,GU,0,Mehsana,40,16,99,9,,,,,
2004,GU,0,Narmada,15,0,10,6,,,,,
2004,GU,0,Navsari,26,3,9,3,,,,,
2004,GU,0,Palanpur,38,12,78,16,,,,,
2004,GU,0,Panchmahal,51,32,34,33,,,,,
2004,GU,0,Patan,19,0,44,3,,,,,
2004,GU,0,Porbandar,11,0,13,6,,,,,
2004,GU,0,Rajkot City,37,6,72,8,,,,,
2004,GU,0,Rajkot Rural,36,10,66,15,,,,,
2004,GU,0,Surat City,74,31,62,9,,,,,
2004,GU,0,Surat Rural,47,23,18,3,,,,,
2004,GU,0,Surendranagar,28,8,46,11,,,,,
2004,GU,0,Vadodara City,28,14,164,16,,,,,
2004,GU,0,Vadodara Rural,85,12,38,13,,,,,
2004,GU,0,Valsad,36,13,35,10,,,,,
2004,GU,0,Western Railway,13,6,10,2,,,,,
2004,HP,0,Bilaspur,9,0,47,16,,,,,
2004,HP,0,Chamba,8,0,10,2,,,,,
2004,HP,0,RP,0,0,0,0,,,,,
2004,HP,0,Hamirpur,9,0,34,3,,,,,
2004,HP,0,Kangra,18,0,111,26,,,,,
2004,HP,0,Kinnaur,3,0,5,1,,,,,
2004,HP,0,Kullu,9,0,40,6,,,,,
2004,HP,0,Lahaul and Spiti,2,0,2,0,,,,,
2004,HP,0,Mandi,19,0,45,29,,,,,
2004,HP,0,Shimla,10,1,114,10,,,,,
2004,HP,0,Sirmaur,9,0,58,7,,,,,
2004,HP,0,Solan,4,0,64,6,,,,,
2004,HP,0,Una,10,0,32,6,,,,,
2004,HR,0,Ambala,28,3,1,6,,,,,
2004,HR,0,Bhiwani,51,4,116,19,,,,,
2004,HR,0,Faridabad,67,4,156,4,,,,,
2004,HR,0,Fatehabad,29,0,18,2,,,,,
2004,HR,0,GRP,27,0,3,0,,,,,
2004,HR,0,Gurgaon,66,16,67,7,,,,,
2004,HR,0,Hissar,49,2,33,2,,,,,
2004,HR,0,Jhajjar,42,0,50,3,,,,,
2004,HR,0,Jind,28,1,49,2,,,,,
2004,HR,0,Kaithal,25,0,0,8,,,,,
2004,HR,0,Karnal,40,4,34,4,,,,,
2004,HR,0,Kurukshetra,26,1,0,5,,,,,
2004,HR,0,Mahendragarh,16,0,52,5,,,,,
2004,HR,0,Panchkula,7,0,1,0,,,,,
2004,HR,0,Panipat,37,6,27,1,,,,,
2004,HR,0,Rewari,17,2,35,4,,,,,
2004,HR,0,Rohtak,65,2,35,5,,,,,
2004,HR,0,Sirsa,25,2,14,6,,,,,
2004,HR,0,Sonipat,67,3,8,5,,,,,
2004,HR,0,Yamunanagar,21,2,0,7,,,,,
2004,JH,0,Bokaro,58,40,180,10,,,,,
2004,JH,0,Chaibasa,134,7,34,9,,,,,
2004,JH,0,Chatra,31,31,123,3,,,,,
2004,JH,0,Deoghar,36,13,145,7,,,,,
2004,JH,0,Dhanbad,88,69,237,9,,,,,
2004,JH,0,RP Dhanbad,5,21,11,0,,,,,
2004,JH,0,Dumka,67,7,99,7,,,,,
2004,JH,0,Garhwa,39,17,107,9,,,,,
2004,JH,0,Giridih,72,49,108,22,,,,,
2004,JH,0,Godda,31,9,125,0,,,,,
2004,JH,0,Gumla,108,23,32,0,,,,,
2004,JH,0,Hazaribagh,86,60,198,14,,,,,
2004,JH,0,Jamshedpur,81,8,114,19,,,,,
2004,JH,0,RP Jamshedpur,2,5,3,0,,,,,
2004,JH,0,Jamtara,18,4,39,2,,,,,
2004,JH,0,Koderma,30,39,103,4,,,,,
2004,JH,0,Latehar,43,27,20,5,,,,,
2004,JH,0,Lohardagga,44,3,23,3,,,,,
2004,JH,0,Pakur,37,5,44,3,,,,,
2004,JH,0,Palamu,69,31,167,27,,,,,
2004,JH,0,Ranchi,270,85,263,7,,,,,
2004,JH,0,Sahebganj,45,5,65,4,,,,,
2004,JH,0,Saraikela,51,12,31,0,,,,,
2004,JH,0,Simdega,43,10,10,3,,,,,
2004,JK,0,Anantnag,70,7,55,39,,,,,
2004,JK,0,Awantipora,18,0,10,0,,,,,
2004,JK,0,Baramulla,86,0,116,32,,,,,
2004,JK,0,Border,7,0,13,1,,,,,
2004,JK,0,Budgam,60,0,92,8,,,,,
2004,JK,0,Crime Jammu,0,0,0,0,,,,,
2004,JK,0,Crime Srinagar,0,0,0,0,,,,,
2004,JK,0,Doda,83,9,19,28,,,,,
2004,JK,0,Ganderbal,15,0,56,12,,,,,
2004,JK,0,Handwara,25,0,52,4,,,,,
2004,JK,0,Jammu,28,0,89,13,,,,,
2004,JK,0,Kargil,1,0,7,2,,,,,
2004,JK,0,Kathua,17,0,25,10,,,,,
2004,JK,0,Kulgam,48,0,64,9,,,,,
2004,JK,0,Kupwara,31,0,75,9,,,,,
2004,JK,0,Leh,2,0,5,0,,,,,
2004,JK,0,Poonch,80,0,13,20,,,,,
2004,JK,0,Pulwama,54,7,152,17,,,,,
2004,JK,0,RP,1,0,0,0,,,,,
2004,JK,0,Rajouri,54,0,57,47,,,,,
2004,JK,0,Ramban,48,0,25,18,,,,,
2004,JK,0,Reasi,34,1,0,9,,,,,
2004,JK,0,Srinagar,45,3,153,33,,,,,
2004,JK,0,Udhampur,9,1,38,9,,,,,
2004,KE,0,Alappuzha,18,5,312,16,,,,,
2004,KE,0,Crime Branch,22,4,3,6,,,,,
2004,KE,0,Ernakulum City,13,8,189,4,,,,,
2004,KE,0,Ernakulum Rural,31,4,305,14,,,,,
2004,KE,0,Idukki,34,2,220,9,,,,,
2004,KE,0,Kannur (Cannanore),23,4,519,20,,,,,
2004,KE,0,Kasargode,14,3,308,37,,,,,
2004,KE,0,Kollam,46,7,575,50,,,,,
2004,KE,0,Kottayam,18,5,272,14,,,,,
2004,KE,0,Kozhikode City,8,11,394,19,,,,,
2004,KE,0,Kozhikode Rural,9,3,408,53,,,,,
2004,KE,0,Malappuram,23,6,584,23,,,,,
2004,KE,0,Palghat (Palakkad?),34,7,463,32,,,,,
2004,KE,0,Pathanamthitta,18,3,188,16,,,,,
2004,KE,0,RP,3,2,14,0,,,,,
2004,KE,0,Trichur (Thrissur),41,24,685,2,,,,,
2004,KE,0,Trivandrum City,15,12,290,12,,,,,
2004,KE,0,Trivandrum Rural,36,13,475,35,,,,,
2004,KE,0,Wynad (Wayanadu),11,6,257,12,,,,,
2004,KR,0,Bagalkot,38,7,189,15,,,,,
2004,KR,0,Bangalore City,214,37,323,3,,,,,
2004,KR,0,Bangalore Rural,152,17,477,17,,,,,
2004,KR,0,Belgaum,106,14,255,19,,,,,
2004,KR,0,Bellary,42,3,219,8,,,,,
2004,KR,0,Bidar,40,9,187,14,,,,,
2004,KR,0,Bijapur,66,6,242,19,,,,,
2004,KR,0,Chamarajnagar,23,2,106,0,,,,,
2004,KR,0,Chickmagalur,29,4,161,9,,,,,
2004,KR,0,Chitradurga,32,5,315,6,,,,,
2004,KR,0,Kannada South (Dakshin),24,8,277,24,,,,,
2004,KR,0,Davanagere,38,5,266,4,,,,,
2004,KR,0,Dharwad City,17,0,67,3,,,,,
2004,KR,0,Dharwad Rural,26,3,102,1,,,,,
2004,KR,0,Gadag,16,4,101,2,,,,,
2004,KR,0,Gulbarga,102,7,513,45,,,,,
2004,KR,0,Hassan,61,4,186,14,,,,,
2004,KR,0,Haveri,25,1,252,0,,,,,
2004,KR,0,KGF,16,0,67,0,,,,,
2004,KR,0,Kodagu,21,1,52,5,,,,,
2004,KR,0,Kolar,59,3,412,0,,,,,
2004,KR,0,Koppal,25,3,85,2,,,,,
2004,KR,0,Mandya,58,3,270,0,,,,,
2004,KR,0,Mysore City,29,1,31,0,,,,,
2004,KR,0,Mysore Rural,44,3,191,0,,,,,
2004,KR,0,Raichur,43,3,194,6,,,,,
2004,KR,0,RP,20,1,11,0,,,,,
2004,KR,0,Shimoga,48,3,246,4,,,,,
2004,KR,0,Tumkur,65,7,210,18,,,,,
2004,KR,0,Udupi,16,10,136,4,,,,,
2004,KR,0,Kannada North (Uttar),24,3,94,6,,,,,
2004,MA,0,Ahmednagar,98,30,175,35,,,,,
2004,MA,0,Akola,55,15,108,30,,,,,
2004,MA,0,Amravati City,19,0,95,20,,,,,
2004,MA,0,Amravati Rural,60,7,95,62,,,,,
2004,MA,0,Aurangabad City,31,13,114,3,,,,,
2004,MA,0,Aurangabad Rural,41,22,157,33,,,,,
2004,MA,0,Beed,57,41,391,39,,,,,
2004,MA,0,Bhandara,22,1,77,49,,,,,
2004,MA,0,Buldana,48,23,131,71,,,,,
2004,MA,0,Chandrapur,59,11,126,39,,,,,
2004,MA,0,Dhule,32,10,88,1,,,,,
2004,MA,0,Gadchiroli,47,5,26,49,,,,,
2004,MA,0,Gondia,27,5,47,20,,,,,
2004,MA,0,Hingoli,35,10,83,29,,,,,
2004,MA,0,Jalgaon,83,13,169,20,,,,,
2004,MA,0,Jalna,53,15,151,36,,,,,
2004,MA,0,Kolhapur,54,6,127,19,,,,,
2004,MA,0,Latur,61,7,188,30,,,,,
2004,MA,0,New Bombay (Mumbai),253,42,213,10,,,,,
2004,MA,0,RP Bombay,7,2,8,0,,,,,
2004,MA,0,Nagpur City,112,21,199,22,,,,,
2004,MA,0,RP Nagpur,5,2,10,0,,,,,
2004,MA,0,Nagpur Rural,71,5,128,54,,,,,
2004,MA,0,Nanded,91,24,235,72,,,,,
2004,MA,0,Nandurbar,35,5,68,5,,,,,
2004,MA,0,Nasik City,19,6,80,6,,,,,
2004,MA,0,Nasik Rural,97,13,293,17,,,,,
2004,MA,0,New Bombay (Navi Mumbai),61,30,97,4,,,,,
2004,MA,0,Osmanabad,46,9,134,8,,,,,
2004,MA,0,Parbhani,42,12,109,24,,,,,
2004,MA,0,Pune City,100,24,524,9,,,,,
2004,MA,0,RP Pune,4,1,3,0,,,,,
2004,MA,0,Pune Rural,132,32,137,20,,,,,
2004,MA,0,Raigad,61,24,146,12,,,,,
2004,MA,0,Ratnagiri,16,2,76,23,,,,,
2004,MA,0,Sangli,69,15,122,18,,,,,
2004,MA,0,Satara,59,15,111,23,,,,,
2004,MA,0,Sindhudurg,10,0,45,11,,,,,
2004,MA,0,Solapur City,20,6,55,3,,,,,
2004,MA,0,Solapur Rural,96,16,140,14,,,,,
2004,MA,0,Thane City,115,33,244,12,,,,,
2004,MA,0,Thane Rural,144,37,193,25,,,,,
2004,MA,0,Wardha,42,6,65,63,,,,,
2004,MA,0,Washim,28,6,111,46,,,,,
2004,MA,0,Yevatmal,79,7,86,63,,,,,
2004,MG,0,East Garo Hills,7,5,0,2,,,,,
2004,MG,0,South Garo Hills,5,4,0,0,,,,,
2004,MG,0,West Garo Hills,17,14,2,0,,,,,
2004,MG,0,Jaintia Hills,32,14,0,8,,,,,
2004,MG,0,East Khasi Hills,33,28,0,2,,,,,
2004,MG,0,West Khasi Hills,14,6,0,0,,,,,
2004,MG,0,Ribhoi,16,20,0,3,,,,,
2004,MN,0,Bishenpur,19,0,14,29,,,,,
2004,MN,0,Chandel,6,0,0,0,,,,,
2004,MN,0,Churachandpur,26,0,0,0,,,,,
2004,MN,0,Imphal East,24,0,28,21,,,,,
2004,MN,0,Imphal West,28,1,55,25,,,,,
2004,MN,0,Senapati,7,0,5,0,,,,,
2004,MN,0,Tamenglong,1,0,0,0,,,,,
2004,MN,0,Thoubal,38,0,10,10,,,,,
2004,MN,0,Okhrul,10,1,3,0,,,,,
2004,MP,0,Anuppur,24,0,8,4,,,,,
2004,MP,0,Ashok Nagar,22,1,25,15,,,,,
2004,MP,0,Balaghat,74,2,40,12,,,,,
2004,MP,0,Barwani,29,1,28,10,,,,,
2004,MP,0,Betul,59,3,15,16,,,,,
2004,MP,0,Bhind,57,2,104,11,,,,,
2004,MP,0,Bhopal,71,2,129,22,,,,,
2004,MP,0,RP Bhopal,6,0,3,0,,,,,
2004,MP,0,Burhanpur,22,9,15,4,,,,,
2004,MP,0,Chatarpur,56,3,40,27,,,,,
2004,MP,0,Chindwada,66,2,47,12,,,,,
2004,MP,0,Damoh,49,2,13,18,,,,,
2004,MP,0,Datiya,60,1,34,13,,,,,
2004,MP,0,Dewas,48,10,107,40,,,,,
2004,MP,0,Dhar,100,5,69,28,,,,,
2004,MP,0,Dindori,14,0,6,2,,,,,
2004,MP,0,Guna,45,1,68,17,,,,,
2004,MP,0,Gwalior,86,8,140,19,,,,,
2004,MP,0,Harda,15,0,18,2,,,,,
2004,MP,0,Hoshangabad,50,2,33,15,,,,,
2004,MP,0,Indore,107,10,117,30,,,,,
2004,MP,0,RP Indore,3,0,0,0,,,,,
2004,MP,0,Jabalpur,84,4,82,46,,,,,
2004,MP,0,RP Jabalpur,4,0,1,0,,,,,
2004,MP,0,Jhabua,139,2,27,42,,,,,
2004,MP,0,Katni,33,0,29,8,,,,,
2004,MP,0,Khandawa,36,6,39,9,,,,,
2004,MP,0,Khargoan,32,4,76,16,,,,,
2004,MP,0,Mandla,22,0,16,5,,,,,
2004,MP,0,Mandsaur,27,0,34,17,,,,,
2004,MP,0,Murraina (Morena),66,7,168,15,,,,,
2004,MP,0,Narsinhpur,33,1,21,15,,,,,
2004,MP,0,Neemuch,18,2,50,9,,,,,
2004,MP,0,Panna,41,4,7,13,,,,,
2004,MP,0,Raisen,44,0,38,1,,,,,
2004,MP,0,Rajgarh,30,13,119,85,,,,,
2004,MP,0,Ratlam,42,1,40,20,,,,,
2004,MP,0,Riva (Rewa),65,3,76,31,,,,,
2004,MP,0,Sagar,69,0,87,28,,,,,
2004,MP,0,Satna,60,4,35,27,,,,,
2004,MP,0,Seoni,21,0,22,10,,,,,
2004,MP,0,Shehdol,36,0,12,11,,,,,
2004,MP,0,Shajapur,40,6,114,35,,,,,
2004,MP,0,Sheopur,12,0,27,4,,,,,
2004,MP,0,Shivpuri,78,7,53,22,,,,,
2004,MP,0,Sidhi,61,1,31,13,,,,,
2004,MP,0,Sehore,31,6,18,17,,,,,
2004,MP,0,Tikamgarh,59,0,27,22,,,,,
2004,MP,0,Ujjain,62,10,100,29,,,,,
2004,MP,0,Umariya,23,2,14,5,,,,,
2004,MP,0,Vidisha,48,0,57,21,,,,,
2004,MZ,0,Aizawl,10,3,1,6,,,,,
2004,MZ,0,Champhai,6,1,0,3,,,,,
2004,MZ,0,Kolasib,4,1,0,1,,,,,
2004,MZ,0,Lawngtlai,3,1,0,3,,,,,
2004,MZ,0,Lunglei,4,2,1,4,,,,,
2004,MZ,0,Mamit,3,1,0,1,,,,,
2004,MZ,0,Saiha,3,1,0,3,,,,,
2004,MZ,0,Serchhip,2,0,0,1,,,,,
2004,NG,0,Dimapur,22,4,0,0,,,,,
2004,NG,0,Kiphire,0,2,0,0,,,,,
2004,NG,0,Kohima,12,3,0,1,,,,,
2004,NG,0,Mokokchung,6,0,0,2,,,,,
2004,NG,0,Mon,6,3,0,0,,,,,
2004,NG,0,Peren,3,0,0,0,,,,,
2004,NG,0,Phek,6,0,0,1,,,,,
2004,NG,0,Tuensang,10,0,5,0,,,,,
2004,NG,0,Wokha,4,0,1,1,,,,,
2004,NG,0,Zunheboto,1,2,0,0,,,,,
2004,OR,0,Angul,51,12,94,13,,,,,
2004,OR,0,Balasore,29,7,46,23,,,,,
2004,OR,0,Bargarh,33,6,81,12,,,,,
2004,OR,0,Berhampur,18,4,36,3,,,,,
2004,OR,0,Bhadrak,23,5,39,14,,,,,
2004,OR,0,Balangir,32,0,92,7,,,,,
2004,OR,0,Boudh,9,2,22,9,,,,,
2004,OR,0,Cuttack,41,29,77,17,,,,,
2004,OR,0,Deogarh,15,3,18,5,,,,,
2004,OR,0,Dhenkanal,35,9,95,23,,,,,
2004,OR,0,Gajapati,17,1,21,4,,,,,
2004,OR,0,Ganjam,62,13,95,24,,,,,
2004,OR,0,Jagatsinghpur,27,4,24,13,,,,,
2004,OR,0,Jajpur,27,10,72,13,,,,,
2004,OR,0,Jharsuguda,15,4,22,7,,,,,
2004,OR,0,Kalahandi,21,5,59,6,,,,,
2004,OR,0,Kandhamal,23,1,22,12,,,,,
2004,OR,0,Kendrapara,31,7,18,11,,,,,
2004,OR,0,Keonjhar,60,1,56,25,,,,,
2004,OR,0,Khurda,61,39,69,20,,,,,
2004,OR,0,Koraput,56,20,72,7,,,,,
2004,OR,0,Malkangiri,43,2,7,8,,,,,
2004,OR,0,Mayurbhanj,77,5,25,12,,,,,
2004,OR,0,Nayagarh,30,5,11,8,,,,,
2004,OR,0,Nowrangpur,14,8,40,6,,,,,
2004,OR,0,Nuapada,6,1,36,1,,,,,
2004,OR,0,Puri,40,6,44,16,,,,,
2004,OR,0,Rayagada,25,5,47,5,,,,,
2004,OR,0,Rourkela,14,2,10,3,,,,,
2004,OR,0,Sambalpur,43,9,37,5,,,,,
2004,OR,0,Sonepur,9,1,9,2,,,,,
2004,OR,0,RP Cuttack,4,1,1,0,,,,,
2004,OR,0,RP Rourkela,7,1,3,0,,,,,
2004,OR,0,Sundergarh,68,10,33,9,,,,,
2004,PJ,0,Amritsar,48,1,0,4,,,,,
2004,PJ,0,Barnala,12,1,0,0,,,,,
2004,PJ,0,Batala,27,0,0,0,,,,,
2004,PJ,0,Bhatinda,36,0,0,1,,,,,
2004,PJ,0,Faridkot,19,0,0,0,,,,,
2004,PJ,0,Fatehgarh Sahib,26,0,0,0,,,,,
2004,PJ,0,Ferozepore,50,1,0,5,,,,,
2004,PJ,0,RP,9,0,16,0,,,,,
2004,PJ,0,Gurdaspur,19,0,0,2,,,,,
2004,PJ,0,Hoshiarpur,35,3,0,5,,,,,
2004,PJ,0,Jagraon,29,0,0,2,,,,,
2004,PJ,0,Jalandhar,74,1,0,9,,,,,
2004,PJ,0,Kapurthala,22,0,0,3,,,,,
2004,PJ,0,Khanna,20,0,0,0,,,,,
2004,PJ,0,Ludhiana,53,0,0,2,,,,,
2004,PJ,0,Majitha,34,0,0,2,,,,,
2004,PJ,0,Mansa,28,0,0,0,,,,,
2004,PJ,0,Moga,35,1,0,2,,,,,
2004,PJ,0,Muktsar,16,1,0,2,,,,,
2004,PJ,0,Nawan Shahr,23,1,0,3,,,,,
2004,PJ,0,Patiala,49,0,0,2,,,,,
2004,PJ,0,Ropar,25,3,0,3,,,,,
2004,PJ,0,Sangrur,44,3,0,5,,,,,
2004,PJ,0,Tarn Taran,42,1,0,0,,,,,
2004,RJ,0,Ajmer,41,6,60,18,,,,,
2004,RJ,0,Alwar,60,0,85,29,,,,,
2004,RJ,0,Banswara,26,1,142,28,,,,,
2004,RJ,0,Baran,35,0,25,18,,,,,
2004,RJ,0,Barmer,15,0,28,33,,,,,
2004,RJ,0,Bharatpur,92,7,3,44,,,,,
2004,RJ,0,Bhilwara,37,2,186,23,,,,,
2004,RJ,0,Bikaner,52,2,1,21,,,,,
2004,RJ,0,Bundi,17,0,88,23,,,,,
2004,RJ,0,Chittorgarh,51,2,138,40,,,,,
2004,RJ,0,Churu,32,2,34,16,,,,,
2004,RJ,0,Dausa,30,0,87,17,,,,,
2004,RJ,0,Dholpur,32,4,65,14,,,,,
2004,RJ,0,Dungarpur,26,1,132,21,,,,,
2004,RJ,0,RP,3,0,8,0,,,,,
2004,RJ,0,Ganganagar,58,0,20,16,,,,,
2004,RJ,0,Hanumangarh,49,3,11,11,,,,,
2004,RJ,0,Jaipur,83,10,821,35,,,,,
2004,RJ,0,Jaisalmer,5,0,20,7,,,,,
2004,RJ,0,Jalore,30,0,11,17,,,,,
2004,RJ,0,Jhalawar,46,0,90,49,,,,,
2004,RJ,0,Jhunjhunu,32,1,86,31,,,,,
2004,RJ,0,Jhodpur,49,3,77,52,,,,,
2004,RJ,0,Karauli,26,0,3,25,,,,,
2004,RJ,0,Kota,47,1,59,39,,,,,
2004,RJ,0,Nagour,54,2,20,28,,,,,
2004,RJ,0,Pali,42,0,39,35,,,,,
2004,RJ,0,Rajsanand,18,0,58,10,,,,,
2004,RJ,0,Sawai Madhopur,22,0,4,20,,,,,
2004,RJ,0,Sikar,39,1,239,30,,,,,
2004,RJ,0,Sirohi,44,6,40,17,,,,,
2004,RJ,0,Tonk,27,1,127,16,,,,,
2004,RJ,0,Udaipur,59,3,294,52,,,,,
2004,SK,0,East,4,0,22,3,,,,,
2004,SK,0,North,3,0,2,1,,,,,
2004,SK,0,South,4,0,15,0,,,,,
2004,SK,0,West,5,0,37,3,,,,,
2004,TN,0,Chengai,79,2,87,9,,,,,
2004,TN,0,Chennai,67,4,33,0,,,,,
2004,TN,0,RP Madras (Chennai),1,0,7,0,,,,,
2004,TN,0,Coimbatore Rural,64,6,295,18,,,,,
2004,TN,0,Coimbatore City,17,3,194,4,,,,,
2004,TN,0,Cuddalore,55,2,223,45,,,,,
2004,TN,0,Dharmapuri,39,4,173,23,,,,,
2004,TN,0,Dindigul Anna,52,0,35,29,,,,,
2004,TN,0,Erode,59,1,24,25,,,,,
2004,TN,0,Kancheepuram,48,3,76,0,,,,,
2004,TN,0,Kanyakumari,30,0,4,19,,,,,
2004,TN,0,Karur Dheeran,19,1,26,6,,,,,
2004,TN,0,Krishnagiri (new 2004),46,4,170,29,,,,,
2004,TN,0,Madurai Rural,57,2,102,15,,,,,
2004,TN,0,Madurai City,16,2,71,7,,,,,
2004,TN,0,Nagapattinam,32,0,44,34,,,,,
2004,TN,0,Namakkal,31,4,87,12,,,,,
2004,TN,0,Nilgiris,14,0,26,0,,,,,
2004,TN,0,Perambalur,33,1,56,27,,,,,
2004,TN,0,Pudukkottai,30,0,161,18,,,,,
2004,TN,0,Ramanathapuram,37,3,122,29,,,,,
2004,TN,0,Salem Rural,73,6,160,53,,,,,
2004,TN,0,Salem City,22,0,12,2,,,,,
2004,TN,0,Sivagangai,29,0,31,5,,,,,
2004,TN,0,Thanjavur,48,1,111,19,,,,,
2004,TN,0,Theni,31,0,93,10,,,,,
2004,TN,0,Thirunelveli Rural,63,2,4,26,,,,,
2004,TN,0,Thirunelveli City,19,1,12,8,,,,,
2004,TN,0,Thiruvallur,20,2,97,11,,,,,
2004,TN,0,Thiruvannamalai,30,2,172,21,,,,,
2004,TN,0,Thiruvarur,24,0,55,24,,,,,
2004,TN,0,Thoothugudi,59,3,6,35,,,,,
2004,TN,0,RP Trichy,0,1,3,0,,,,,
2004,TN,0,Trichy Rural,58,3,71,9,,,,,
2004,TN,0,Trichy City,13,3,5,2,,,,,
2004,TN,0,Vellore,60,0,244,31,,,,,
2004,TN,0,Villapuram,68,5,275,31,,,,,
2004,TN,0,Virudhunagar,36,1,66,26,,,,,
2004,TR,0,Dhalai,24,3,35,4,,,,,
2004,TR,0,North,26,6,25,7,,,,,
2004,TR,0,South,42,6,30,10,,,,,
2004,TR,0,West,97,12,58,3,,,,,
