year,state,status,adunit,murder,dacoity,riots,arson,area,pop,civpol,armpol,totpol
1953,IN,2,India,9802,5579,20529,,,,,,
1954,,1,Hyderabad,644,331,744,,,,,,
1954,,1,Madyha Bharat,406,202,267,,,,,,
1954,,1,Pepsu,168,5,33,,,,,,
1954,,1,Saurashtra,155,36,237,,,,,,
1954,,1,Travancore Cochin,165,11,556,,,,,,
1954,,1,Ajmer,16,1,7,,,,,,
1954,,1,Bhopal,26,8,39,,,,,,
1954,,1,Coorg,7,0,0,,,,,,
1954,,1,Kutch,12,3,45,,,,,,
1954,,1,Vindhya Pradesh,86,82,88,,,,,,
1954,AN,1,Andaman/Nicobar,4,1,1,,,,,,
1954,AP,1,Andhra Pradesh,617,65,1682,,,,,,
1954,AS,1,Assam,271,309,1015,,,,,,
1954,BH,1,Bihar,867,1562,3583,,,,,,
1954,BO,1,Bombay,1293,535,1310,,,,,,
1954,DE,1,Delhi,73,1,83,,,,,,
1954,HP,1,Himachal Pradesh,10,2,35,,,,,,
1954,JK,1,Jammu and Kashmir,55,71,170,,,,,,
1954,KR,1,Mysore,170,15,250,,,,,,
1954,MD,1,Madras,916,154,2090,,,,,,
1954,MN,1,Manipur,8,5,41,,,,,,
1954,MP,1,Madhya Pradesh,679,82,1155,,,,,,
1954,OR,1,Orissa,279,86,1191,,,,,,
1954,PJ,1,Punjab,470,18,243,,,,,,
1954,RJ,1,Rajasthan,349,97,884,,,,,,
1954,TR,1,Tripura,8,66,50,,,,,,
1954,UP,1,Uttar Pradesh,1607,918,3110,,,,,,
1954,WB,1,West Bengal,404,729,3868,,,,,,
1954,IN,2,India,9765,5395,22777,,,,,,
1955,,1,Hyderabad,486,268,808,,,,,,
1955,,1,Madyha Bharat,435,293,294,,,,,,
1955,,1,Pepsu,140,8,30,,,,,,
1955,,1,Saurashtra,163,22,271,,,,,,
1955,,1,Travancore Cochin,79,12,315,,,,,,
1955,,1,Ajmer,14,2,11,,,,,,
1955,,1,Bhopal,32,8,45,,,,,,
1955,,1,Coorg,6,1,3,,,,,,
1955,,1,Kutch,22,0,47,,,,,,
1955,,1,Vindhya Pradesh,90,100,79,,,,,,
1955,AN,1,Andaman/Nicobar,5,0,0,,,,,,
1955,AP,1,Andhra Pradesh,569,36,1761,,,,,,
1955,AS,1,Assam,341,244,1418,,,,,,
1955,BH,1,Bihar,841,1412,4078,,,,,,
1955,BO,1,Bombay,1490,466,1105,,,,,,
1955,DE,1,Delhi,42,1,73,,,,,,
1955,HP,1,Himachal Pradesh,15,3,29,,,,,,
1955,JK,1,Jammu and Kashmir,58,55,231,,,,,,
1955,KR,1,Mysore,185,20,289,,,,,,
1955,MD,1,Madras,927,104,2293,,,,,,
1955,MN,1,Manipur,7,4,45,,,,,,
1955,MP,1,Madhya Pradesh,702,85,1223,,,,,,
1955,OR,1,Orissa,255,81,1031,,,,,,
1955,PJ,1,Punjab,477,16,267,,,,,,
1955,RJ,1,Rajasthan,387,96,992,,,,,,
1955,TR,1,Tripura,13,23,73,,,,,,
1955,UP,1,Uttar Pradesh,1468,855,2795,,,,,,
1955,WB,1,West Bengal,451,564,4003,,,,,,
1955,IN,2,India,9700,4779,23609,,,,,,
1956,AN,1,Andaman/Nicobar,5,0,0,,,,,,
1956,AP,1,Andhra Pradesh,770,151,1798,,,,,,
1956,AS,1,Assam,309,291,1092,,,,,,
1956,BH,1,Bihar,830,1251,3768,,,,,,
1956,BO,1,Bombay,2016,1061,3407,,,,,,
1956,DE,1,Delhi,56,3,79,,,,,,
1956,HP,1,Himachal Pradesh,11,5,30,,,,,,
1956,JK,1,Jammu and Kashmir,48,53,257,,,,,,
1956,KE,1,Kerala,168,17,474,,,,,,
1956,KR,1,Mysore,569,92,726,,,,,,
1956,MD,1,Madras,797,94,2092,,,,,,
1956,MN,1,Manipur,11,5,28,,,,,,
1956,MP,1,Madhya Pradesh,1130,621,1385,,,,,,
1956,OR,1,Orissa,268,58,896,,,,,,
1956,PJ,1,Punjab,589,16,269,,,,,,
1956,RJ,1,Rajasthan,381,91,1078,,,,,,
1956,TR,1,Tripura,10,34,85,,,,,,
1956,UP,1,Uttar Pradesh,1599,932,3087,,,,,,
1956,WB,1,West Bengal,458,622,4149,,,,,,
1956,IN,2,India,10025,5397,24700,,,,,,
1957,AN,1,Andaman/Nicobar,3,0,2,,,,,,
1957,AP,1,Andhra Pradesh,955,130,2034,,,,,,
1957,AS,1,Assam,340,323,1057,,,,,,
1957,BH,1,Bihar,880,1862,3922,,,,,,
1957,BO,1,Bombay,2010,762,2014,,,,,,
1957,DE,1,Delhi,54,1,84,,,,,,
1957,HP,1,Himachal Pradesh,18,5,29,,,,,,
1957,JK,1,Jammu and Kashmir,65,61,243,,,,,,
1957,KE,1,Kerala,259,22,870,,,,,,
1957,KR,1,Mysore,643,122,709,,,,,,
1957,MD,1,Madras,756,99,2047,,,,,,
1957,MN,1,Manipur,19,29,38,,,,,,
1957,MP,1,Madhya Pradesh,1166,531,1327,,,,,,
1957,NG,1,Nagaland,11,41,31,,,,,,
1957,OR,1,Orissa,239,49,879,,,,,,
1957,PJ,1,Punjab,603,10,356,,,,,,
1957,RJ,1,Rajasthan,414,61,999,,,,,,
1957,TR,1,Tripura,20,35,119,,,,,,
1957,UP,1,Uttar Pradesh,1468,907,3002,,,,,,
1957,WB,1,West Bengal,496,510,3988,,,,,,
1957,IN,2,India,10419,5560,23750,,,,,,
1958,AN,1,Andaman/Nicobar,4,0,3,,,,,,
1958,AP,1,Andhra Pradesh,898,91,1910,,,,,,
1958,AS,1,Assam,337,260,1163,,,,,,
1958,BH,1,Bihar,924,1463,3597,,,,,,
1958,BO,1,Bombay,1953,598,1963,,,,,,
1958,DE,1,Delhi,65,2,68,,,,,,
1958,HP,1,Himachal Pradesh,13,7,26,,,,,,
1958,JK,1,Jammu and Kashmir,75,59,251,,,,,,
1958,KE,1,Kerala,295,29,1478,,,,,,
1958,KR,1,Mysore,643,99,933,,,,,,
1958,MD,1,Madras,809,79,2335,,,,,,
1958,MN,1,Manipur,10,28,25,,,,,,
1958,MP,1,Madhya Pradesh,1203,414,1595,,,,,,
1958,NG,1,Nagaland,7,11,1,,,,,,
1958,OR,1,Orissa,281,76,916,,,,,,
1958,PJ,1,Punjab,596,12,203,,,,,,
1958,RJ,1,Rajasthan,428,75,1004,,,,,,
1958,TR,1,Tripura,14,27,105,,,,,,
1958,UP,1,Uttar Pradesh,1637,825,3045,,,,,,
1958,WB,1,West Bengal,467,503,4321,,,,,,
1958,IN,2,India,10659,4658,24942,,,,,,
1959,AN,1,Andaman/Nicobar,3,0,4,,,,,,
1959,AP,1,Andhra Pradesh,812,68,2217,,,,,,
1959,AS,1,Assam,331,198,1349,,,,,,
1959,BH,1,Bihar,867,867,4206,,,,,,
1959,BO,1,Bombay,1925,468,2237,,,,,,
1959,DE,1,Delhi,76,0,81,,,,,,
1959,HP,1,Himachal Pradesh,20,3,41,,,,,,
1959,JK,1,Jammu and Kashmir,62,59,272,,,,,,
1959,KE,1,Kerala,301,26,1893,,,,,,
1959,KR,1,Mysore,646,109,862,,,,,,
1959,MD,1,Madras,803,58,2205,,,,,,
1959,MN,1,Manipur,15,46,52,,,,,,
1959,MP,1,Madhya Pradesh,1326,388,1612,,,,,,
1959,NG,1,Nagaland,7,7,7,,,,,,
1959,OR,1,Orissa,302,90,1121,,,,,,
1959,PJ,1,Punjab,595,6,201,,,,,,
1959,RJ,1,Rajasthan,454,81,1134,,,,,,
1959,TR,1,Tripura,25,39,181,,,,,,
1959,UP,1,Uttar Pradesh,1694,849,2900,,,,,,
1959,WB,1,West Bengal,448,412,4412,,,,,,
1959,IN,2,India,10712,3774,26987,,,,,,
1960,AN,1,Andaman/Nicobar,1,0,4,,,,,,
1960,AP,1,Andhra Pradesh,900,75,2370,,,,,,
1960,AS,1,Assam,432,241,2490,,,,,,
1960,BH,1,Bihar,888,755,4359,,,,,,
1960,DE,1,Delhi,57,3,63,,,,,,
1960,GU,1,Gujarat,776,87,446,,,,,,
1960,HP,1,Himachal Pradesh,16,4,36,,,,,,
1960,JK,1,Jammu and Kashmir,68,52,325,,,,,,
1960,KE,1,Kerala,250,19,1114,,,,,,
1960,KR,1,Mysore,648,90,1035,,,,,,
1960,LM,1,L M and A Islands,0,0,0,,,,,,
1960,MA,1,Maharashtra,1192,387,967,,,,,,
1960,MD,1,Madras,755,69,2511,,,,,,
1960,MN,1,Manipur,31,77,170,,,,,,
1960,MP,1,Madhya Pradesh,1396,466,1649,,,,,,
1960,NG,1,Nagaland,8,13,9,,,,,,
1960,OR,1,Orissa,349,53,1103,,,,,,
1960,PJ,1,Punjab,542,6,206,,,,,,
1960,RJ,1,Rajasthan,452,64,953,,,,,,
1960,TR,1,Tripura,30,38,214,,,,,,
1960,UP,1,Uttar Pradesh,1656,952,2743,,,,,,
1960,WB,1,West Bengal,463,530,4123,,,,,,
1960,IN,2,India,10910,3981,26890,,,,,,
1961,AN,1,Andaman/Nicobar,3,0,2,,,,,,
1961,AP,1,Andhra Pradesh,868,54,1963,,,,,,
1961,AS,1,Assam,404,158,1814,,,,,,
1961,BH,1,Bihar,938,696,4530,,,,,,
1961,DE,1,Delhi,58,0,39,,,,,,
1961,GU,1,Gujarat,762,75,385,,,,,,
1961,HP,1,Himachal Pradesh,20,2,45,,,,,,
1961,JK,1,Jammu and Kashmir,53,31,325,,,,,,
1961,KE,1,Kerala,262,15,1181,,,,,,
1961,KR,1,Mysore,693,69,966,,,,,,
1961,LM,1,L M and A Islands,0,0,0,,,,,,
1961,MA,1,Maharashtra,1091,206,838,,,,,,
1961,MD,1,Madras,762,35,2146,,,,,,
1961,MN,1,Manipur,25,61,76,,,,,,
1961,MP,1,Madhya Pradesh,1378,370,1468,,,,,,
1961,NG,1,Nagaland,15,5,6,,,,,,
1961,OR,1,Orissa,284,77,980,,,,,,
1961,PJ,1,Punjab,542,4,165,,,,,,
1961,RJ,1,Rajasthan,439,69,1060,,,,,,
1961,TR,1,Tripura,22,27,202,,,,,,
1961,UP,1,Uttar Pradesh,2101,1751,4856,,,,,,
1961,WB,1,West Bengal,468,508,4152,,,,,,
1961,IN,2,India,11188,4213,27199,,,,,,
1962,AN,1,Andaman/Nicobar,10,0,10,,,,,,
1962,AP,1,Andhra Pradesh,886,54,2046,,,,,,
1962,AS,1,Assam,391,197,1450,,,,,,
1962,BH,1,Bihar,916,615,4469,,,,,,
1962,DE,1,Delhi,53,1,84,,,,,,
1962,GU,1,Gujarat,771,75,464,,,,,,
1962,HP,1,Himachal Pradesh,21,1,40,,,,,,
1962,JK,1,Jammu and Kashmir,70,13,367,,,,,,
1962,KE,1,Kerala,225,9,969,,,,,,
1962,KR,1,Mysore,712,89,991,,,,,,
1962,LM,1,L M and A Islands,0,0,0,,,,,,
1962,MA,1,Maharashtra,1162,199,873,,,,,,
1962,MD,1,Madras,700,44,3155,,,,,,
1962,MN,1,Manipur,17,45,121,,,,,,
1962,MP,1,Madhya Pradesh,1440,535,1365,,,,,,
1962,NG,1,Nagaland,10,8,9,,,,,,
1962,OR,1,Orissa,305,76,926,,,,,,
1962,PJ,1,Punjab,558,6,151,,,,,,
1962,RJ,1,Rajasthan,517,95,1273,,,,,,
1962,TR,1,Tripura,31,88,220,,,,,,
1962,UP,1,Uttar Pradesh,2317,2030,6057,,,,,,
1962,WB,1,West Bengal,474,710,4056,,,,,,
1962,IN,2,India,11586,4890,29096,,,,,,
1963,AN,1,Andaman/Nicobar,5,0,0,,,,,,
1963,AP,1,Andhra Pradesh,861,78,1898,,,,,,
1963,AS,1,Assam,377,180,1482,,,,,,
1963,BH,1,Bihar,867,680,4883,,,,,,
1963,DE,1,Delhi,69,0,86,,,,,,
1963,GU,1,Gujarat,691,92,492,,,,,,
1963,HP,1,Himachal Pradesh,16,5,59,,,,,,
1963,JK,1,Jammu and Kashmir,61,17,334,,,,,,
1963,KE,1,Kerala,206,5,1042,,,,,,
1963,KR,1,Mysore,665,75,1016,,,,,,
1963,LM,1,L M and A Islands,0,0,0,,,,,,
1963,MA,1,Maharashtra,924,209,697,,,,,,
1963,MD,1,Madras,681,20,1889,,,,,,
1963,MN,1,Manipur,15,21,166,,,,,,
1963,MP,1,Madhya Pradesh,1350,870,1280,,,,,,
1963,NG,1,Nagaland,6,11,12,,,,,,
1963,OR,1,Orissa,320,93,921,,,,,,
1963,PJ,1,Punjab,533,6,122,,,,,,
1963,RJ,1,Rajasthan,448,100,1569,,,,,,
1963,TR,1,Tripura,21,36,286,,,,,,
1963,UP,1,Uttar Pradesh,2192,1835,5997,,,,,,
1963,WB,1,West Bengal,446,664,3883,,,,,,
1963,IN,2,India,10754,4997,28114,,,,,,
1964,AN,1,Andaman/Nicobar,4,0,4,,,,,,
1964,AP,1,Andhra Pradesh,859,95,2354,,,38359,,,30549
1964,AS,1,Assam,375,196,1619,,,13069,,,22855
1964,BH,1,Bihar,1031,856,5882,,,50125,,,22101
1964,DE,1,Delhi,59,2,89,,,,,,
1964,GD,1,Goa Daman and Diu,13,3,43,,,,,,
1964,GU,1,Gujarat,660,97,696,,,22579,,,34047
1964,HP,1,Himachal Pradesh,20,1,68,,,,,,
1964,JK,1,Jammu and Kashmir,85,23,445,,,3729,,,9594
1964,KE,1,Kerala,231,24,1187,,,18362,,,11443
1964,KR,1,Mysore,703,145,1082,,,25469,,,25253
1964,LA,1,Lakshadweep,0,0,0,,,,,,
1964,MA,1,Maharashtra,1210,330,1336,,,43064,,,47994
1964,MD,1,Madras,799,39,2007,,,35630,,,30146
1964,MN,1,Manipur,18,29,153,,,,,,
1964,MP,1,Madhya Pradesh,1386,536,1410,,,35150,,,48380
1964,NG,1,Nagaland,13,6,0,,,390,,,1125
1964,OR,1,Orissa,350,83,1552,,,18883,,,15711
1964,PJ,1,Punjab,539,3,159,,,22478,,,45890
1964,PN,1,Pondicherry,3,0,33,,,,,,
1964,RJ,1,Rajasthan,469,93,1614,,,22174,,,35272
1964,TR,1,Tripura,26,64,253,,,,,,
1964,UP,1,Uttar Pradesh,2307,2142,6094,,,79388,,,78376
1964,WB,1,West Bengal,588,520,4613,,,38198,,,56345
1964,IN,2,India,11748,5287,32693,,,477260,,,543850
1965,IN,2,India,12310,4955,32940,,,,,,
1966,AN,1,Andaman/Nicobar,8,0,5,,,,,,
1966,AP,1,Andhra Pradesh,896,93,1777,,,,,,
1966,AS,1,Assam,399,222,1993,,,,,,
1966,BH,1,Bihar,1072,1012,6469,,,,,,
1966,CH,1,Chandigarh,1,0,2,,,,,,
1966,DE,1,Delhi,73,3,102,,,,,,
1966,DN,1,Dadra/Nagar Haveli,4,6,0,,,,,,
1966,GD,1,Goa Daman and Diu,10,4,44,,,,,,
1966,GU,1,Gujarat,755,65,417,,,,,,
1966,HP,1,Himachal Pradesh,35,0,50,,,,,,
1966,HR,1,Haryana,183,6,82,,,,,,
1966,JK,1,Jammu and Kashmir,71,18,417,,,,,,
1966,KE,1,Kerala,260,15,1317,,,,,,
1966,KR,1,Mysore,753,99,1024,,,,,,
1966,LA,1,Lakshadweep,0,0,0,,,,,,
1966,MA,1,Maharashtra,1240,332,1358,,,,,,
1966,MN,1,Manipur,38,71,135,,,,,,
1966,MP,1,Madhya Pradesh,1570,413,1414,,,,,,
1966,NG,1,Nagaland,10,6,19,,,,,,
1966,OR,1,Orissa,385,60,1224,,,,,,
1966,PJ,1,Punjab,473,1,50,,,,,,
1966,PN,1,Pondicherry,4,0,31,,,,,,
1966,RJ,1,Rajasthan,531,95,2495,,,,,,
1966,TN,1,Tamil Nadu,758,39,2308,,,,,,
1966,TR,1,Tripura,25,28,190,,,,,,
1966,UP,1,Uttar Pradesh,2587,1578,6540,,,,,,
1966,WB,1,West Bengal,490,651,5233,,,,,,
1966,IN,2,India,12631,4817,34696,,,,,,
1967,AN,1,Andaman/Nicobar,4,1,1,,8293,,,,
1967,AP,1,Andhra Pradesh,980,86,2277,,275281,40712,,,33624
1967,AS,1,Assam,434,134,2113,,121965,14286,,,24470
1967,BH,1,Bihar,1367,1752,8282,,174038,53773,,,40673
1967,CH,1,Chandigarh,3,0,4,,115,,,,
1967,DE,1,Delhi,65,0,95,,1483,,,,
1967,DN,1,Dadra/Nagar Haveli,3,0,1,,489,,,,
1967,GD,1,Goa Daman and Diu,17,7,40,,3733,,,,
1967,GU,1,Gujarat,730,68,495,,187115,24500,,,37715
1967,HP,1,Himachal Pradesh,37,1,9,,55658,,,,
1967,HR,1,Haryana,174,2,66,,44000,9208,,,12630
1967,JK,1,Jammu and Kashmir,85,31,627,,222800,3887,,,8803
1967,KE,1,Kerala,306,20,1839,,38855,19790,,,11706
1967,KR,1,Mysore,680,89,1080,,192205,27324,,,26488
1967,LA,1,Lakshadweep,0,0,2,,28,,,,
1967,MA,1,Maharashtra,1202,389,1427,,307477,46477,,,51487
1967,MN,1,Manipur,55,72,170,,22346,,,,
1967,MP,1,Madhya Pradesh,1616,432,1494,,443452,37864,,,48386
1967,NG,1,Nagaland,7,12,4,,16488,411,,,3839
1967,OR,1,Orissa,344,93,1435,,155825,20202,,,25029
1967,PJ,1,Punjab,495,4,48,,50255,13507,,,22863
1967,PN,1,Pondicherry,5,0,15,,473,,,,
1967,RJ,1,Rajasthan,575,128,2646,,342274,24159,,,35723
1967,TN,1,Tamil Nadu,740,19,2461,,130357,37517,,,33253
1967,TR,1,Tripura,24,64,186,,10451,,,,
1967,UP,1,Uttar Pradesh,2809,2066,7116,,294364,84926,,,82771
1967,WB,1,West Bengal,641,830,8514,,87617,41431,,,42742
1967,IN,2,India,13398,6300,42447,,3187437,510907,,,572486
1968,AN,1,Andaman/Nicobar,7,0,10,,8327,86,,,936
1968,AP,1,Andhra Pradesh,974,151,2492,,275281,40553,,,51133
1968,AS,1,Assam,433,440,3126,,121965,14742,,,28842
1968,BH,1,Bihar,1282,1580,8048,,174038,55090,,,41212
1968,CH,1,Chandigarh,4,0,7,,115,150,,,1453
1968,DE,1,Delhi,86,6,78,,1484,3845,,,14829
1968,DN,1,Dadra/Nagar Haveli,2,2,0,,489,69,,,101
1968,GD,1,Goa Daman and Diu,16,3,27,,3693,675,,,1828
1968,GU,1,Gujarat,697,63,573,,187115,25189,,,38637
1968,HP,1,Himachal Pradesh,36,1,30,,36685,3432,,,5925
1968,HR,1,Haryana,207,1,94,,44000,9500,,,10177
1968,JK,1,Jammu and Kashmir,71,13,604,,222800,3939,,,8803
1968,KE,1,Kerala,320,30,2321,,38855,20296,,,14561
1968,KR,1,Mysore,739,107,1802,,192205,27985,,,28521
1968,LA,1,Lakshadweep,0,0,2,,29,27,,,89
1968,MA,1,Maharashtra,1270,296,1534,,307477,47673,,,71825
1968,MN,1,Manipur,55,72,170,,22347,1035,,,5504
1968,MP,1,Madhya Pradesh,1677,363,1801,,443452,38823,,,51953
1968,NG,1,Nagaland,8,10,17,,16488,418,,,4130
1968,OR,1,Orissa,431,111,1944,,155825,20674,,,23542
1968,PJ,1,Punjab,522,2,47,,50255,13935,,,20538
1968,PN,1,Pondicherry,9,1,29,,479,430,,,914
1968,RJ,1,Rajasthan,621,132,3132,,342274,24868,,,32366
1968,TN,1,Tamil Nadu,793,35,3253,,130357,38174,,,33030
1968,TR,1,Tripura,30,88,326,,10453,1424,,,1080
1968,UP,1,Uttar Pradesh,2928,2023,7114,,294364,86889,,,82302
1968,WB,1,West Bengal,631,854,7220,,87617,42591,,,42742
1968,IN,2,India,13849,6384,45801,,3168469,522512,,,616973
1969,AN,1,Andaman/Nicobar,3,1,12,,8293,90,330,608,938
1969,AP,1,Andhra Pradesh,1060,249,3218,,275444,42425,37180,6154,43334
1969,AS,1,Assam,472,199,4192,,121973,15203,12646,16197,28843
1969,BH,1,Bihar,1299,1333,8384,,174008,56443,31232,9066,40298
1969,CH,1,Chandigarh,7,0,3,,115,155,876,671,1547
1969,DE,1,Delhi,94,2,93,,1483,4041,12654,4033,16687
1969,DN,1,Dadra/Nagar Haveli,2,0,0,,489,71,63,38,101
1969,GD,1,Goa Daman and Diu,14,4,17,,3733,681,12507,4178,16685
1969,GU,1,Gujarat,862,106,1356,,187091,25891,32283,6931,39214
1969,HP,1,Himachal Pradesh,26,2,47,,55658,3527,1375,581,1956
1969,HR,1,Haryana,192,10,101,,44056,9796,7796,2182,9978
1969,JK,1,Jammu and Kashmir,80,24,725,,222870,3994,8538,2690,11228
1969,KE,1,Kerala,403,26,3089,,38869,20813,13486,1841,15327
1969,KR,1,Mysore,731,78,1563,,191757,28674,25022,3506,28528
1969,LA,1,Lakshadweep,0,0,1,,28,27,4331,1594,5925
1969,MA,1,Maharashtra,1319,305,1767,,307269,48899,66238,7663,73901
1969,MN,1,Manipur,53,23,240,,22346,1077,100,0,100
1969,MP,1,Madhya Pradesh,1739,347,2081,,443459,39805,35019,18308,53327
1969,NG,1,Nagaland,15,9,13,,16488,426,1627,6392,8019
1969,OR,1,Orissa,415,122,2021,,155860,21159,11802,11589,23391
1969,PJ,1,Punjab,576,3,29,,50376,14369,16114,4092,20206
1969,PN,1,Pondicherry,4,0,75,,473,439,554,366,920
1969,RJ,1,Rajasthan,669,130,3050,,342267,25588,29212,5289,34501
1969,TN,1,Tamil Nadu,814,58,2817,,129966,38859,36880,4344,41224
1969,TR,1,Tripura,27,41,428,,10451,1468,1419,1286,2705
1969,UP,1,Uttar Pradesh,3147,2101,7337,,294366,88911,65866,19158,85024
1969,WB,1,West Bengal,709,876,13137,,87676,43774,38885,23064,61949
1969,IN,2,India,14732,6049,55796,,3186864,510797,504035,161821,665856
1970,AN,1,Andaman/Nicobar,2,0,16,,8293,93,1035,246,1281
1970,AP,1,Andhra Pradesh,1092,137,3388,,275244,43317,36390,6154,42544
1970,AS,1,Assam,500,195,3111,,121973,15675,12538,16584,29122
1970,BH,1,Bihar,1523,1626,10239,,174008,57826,32769,9110,41879
1970,CH,1,Chandigarh,12,1,9,,115,159,1687,0,1687
1970,DE,1,Delhi,123,29,201,,1483,4241,12654,4033,16687
1970,DN,1,Dadra/Nagar Haveli,5,3,0,,489,73,62,35,97
1970,GD,1,Goa Daman and Diu,14,4,21,,3733,688,1321,556,1877
1970,GU,1,Gujarat,734,56,484,,187091,26608,32984,7744,40728
1970,HP,1,Himachal Pradesh,42,1,49,,55658,3625,4331,1594,5925
1970,HR,1,Haryana,192,12,107,,44056,10098,7724,3114,10838
1970,JK,1,Jammu and Kashmir,59,12,736,,222870,4050,8538,2690,11228
1970,KE,1,Kerala,372,42,4269,,38869,21343,14694,2018,16712
1970,KR,1,Mysore,694,81,1953,,191757,29362,25387,3506,28893
1970,LA,1,Lakshadweep,0,0,0,,28,28,164,0,164
1970,MA,1,Maharashtra,1356,391,2043,,307269,50152,69313,7666,76979
1970,MN,1,Manipur,51,10,311,,22346,1120,2270,2133,4403
1970,MP,1,Madhya Pradesh,1725,416,2170,,443459,40811,35108,18426,53534
1970,NG,1,Nagaland,24,13,14,,16488,433,815,5464,6279
1970,OR,1,Orissa,389,104,1992,,155860,21657,17133,5936,23069
1970,PJ,1,Punjab,574,0,44,,50376,14812,16127,4092,20219
1970,PN,1,Pondicherry,4,5,48,,473,449,551,365,916
1970,RJ,1,Rajasthan,655,111,3381,,342267,26324,29762,5730,35492
1970,TN,1,Tamil Nadu,890,94,3057,,129966,39560,37303,4423,41726
1970,TR,1,Tripura,28,21,336,,10451,1513,2622,817,3439
1970,UP,1,Uttar Pradesh,3502,5202,14015,,294366,90980,66431,20684,87115
1970,WB,1,West Bengal,1140,1271,16337,,87676,44983,48136,15487,63623
1970,IN,2,India,15702,9837,68331,,3186664,549980,517849,148607,666456
1971,AP,0,Hyderabad City,16,3,54,,,,,,
1971,AP,0,Visakhapatnam North,42,6,155,,,,,,
1971,AP,0,Visakhapatnam South,35,1,80,,,,,,
1971,AP,0,East Godavari,55,2,62,,,,,,
1971,AP,0,West Godavari,31,11,230,,,,,,
1971,AP,0,Krishna,48,8,100,,,,,,
1971,AP,0,Guntur,74,5,144,,,,,,
1971,AP,0,Nellore,31,3,130,,,,,,
1971,AP,0,Kurnool,83,9,227,,,,,,
1971,AP,0,Ongole,37,4,74,,,,,,
1971,AP,0,Anantapur,61,5,181,,,,,,
1971,AP,0,Cuddapah,95,1,212,,,,,,
1971,AP,0,Chittoor,63,4,288,,,,,,
1971,AP,0,Hyderabad,34,11,127,,,,,,
1971,AP,0,Medak,27,9,138,,,,,,
1971,AP,0,Mahabubnagar,58,5,124,,,,,,
1971,AP,0,Nalgonda,36,8,47,,,,,,
1971,AP,0,Nizamabad,47,6,104,,,,,,
1971,AP,0,Adilabad,25,9,57,,,,,,
1971,AP,0,Warangal,41,17,154,,,,,,
1971,AP,0,Khammam,29,5,172,,,,,,
1971,AP,0,Karimnagar,51,10,84,,,,,,
1971,AP,0,RP Vijayawada,1,3,8,,,,,,
1971,AP,0,RP Secunderabad,0,2,1,,,,,,
1971,AS,0,Cachar,46,18,664,,,,,,
1971,AS,0,Mizo Hills,8,0,12,,,,,,
1971,AS,0,K and J Hills,34,2,69,,,,,,
1971,AS,0,Goalpara,44,26,517,,,,,,
1971,AS,0,Kamrup,62,59,682,,,,,,
1971,AS,0,Darrang,73,19,318,,,,,,
1971,AS,0,Nogaon,45,22,341,,,,,,
1971,AS,0,Sibsagar,60,16,243,,,,,,
1971,AS,0,Lakhimpur,4,2,30,,,,,,
1971,AS,0,Garo Hills,14,7,13,,,,,,
1971,AS,0,Karbi Anglong,9,7,30,,,,,,
1971,AS,0,NC Hills,2,0,6,,,,,,
1971,AS,0,Dibrugarh,93,11,229,,,,,,
1971,BH,0,Patna,131,87,1148,,,,,,
1971,BH,0,Gaya,114,115,770,,,,,,
1971,BH,0,Shahabad North,65,112,235,,,,,,
1971,BH,0,Shahabad South,60,155,428,,,,,,
1971,BH,0,Saran,82,133,584,,,,,,
1971,BH,0,Champaran,83,126,401,,,,,,
1971,BH,0,Muzaffarpur,87,181,542,,,,,,
1971,BH,0,Darbhanga,49,122,1195,,,,,,
1971,BH,0,Bhagalpur,60,149,746,,,,,,
1971,BH,0,Saharsa,31,112,568,,,,,,
1971,BH,0,Munger,40,66,404,,,,,,
1971,BH,0,Begusarai,35,63,484,,,,,,
1971,BH,0,Purnea,60,188,728,,,,,,
1971,BH,0,Santhal Parganas,45,71,180,,,,,,
1971,BH,0,Hazari Bagh,66,37,272,,,,,,
1971,BH,0,Giridih,20,29,114,,,,,,
1971,BH,0,Palamau,60,59,245,,,,,,
1971,BH,0,Ranchi,159,47,281,,,,,,
1971,BH,0,Dhanbad,44,59,333,,,,,,
1971,BH,0,Singhbhum,84,47,79,,,,,,
1971,BH,0,Jamshedpur,30,19,124,,,,,,
1971,BH,0,RP Patna,6,17,43,,,,,,
1971,BH,0,RP Muzaffarpur,12,21,50,,,,,,
1971,DE,0,North,48,4,97,,,,,,
1971,DE,0,Central,38,7,79,,,,,,
1971,DE,0,South,19,2,45,,,,,,
1971,DE,0,New Delhi,5,1,19,,,,,,
1971,DE,0,RP,3,0,0,,,,,,
1971,GD,0,Goa,16,1,14,,,,,,
1971,GD,0,Daman,1,1,1,,,,,,
1971,GD,0,Diu,1,0,1,,,,,,
1971,GU,0,Gandhinagar,7,0,2,,,,,,
1971,GU,0,Ahmedabad Rural,33,1,26,,,,,,
1971,GU,0,Vadodara City,18,1,21,,,,,,
1971,GU,0,Vadodara Rural,49,3,12,,,,,,
1971,GU,0,Bharuch,48,1,30,,,,,,
1971,GU,0,Kaira,49,9,75,,,,,,
1971,GU,0,Panchmahal,58,15,21,,,,,,
1971,GU,0,Sabarkantha,24,0,13,,,,,,
1971,GU,0,Surat,65,3,26,,,,,,
1971,GU,0,Bulsar,26,1,20,,,,,,
1971,GU,0,Amreli,18,1,21,,,,,,
